단지명,전용면적(㎡),층,건축년도,도로명,면적당 단가(만원),아파트 나이,계약일자,alpha,경도,위도
일성스카이빌,114.23,11,2001,강서로5나길 50,6.059318715717108,19,2020-09-15,1.0,126.845517395793,37.5287943988332
성원아파트,59.94,1,1996,도당로6길 14-5,6.1466157272688235,24,2020-09-15,0.8339850002884622,127.035752798854,37.6611607169416
새솔금호,59.9,19,1996,공원로 35,6.72710177928888,24,2020-09-15,1.0,126.890520884986,37.5001619663469
방배신삼호,185.46,4,1983,방배로 270,7.264645879596279,37,2020-09-15,0.0,126.988622978961,37.4976251790426
그린아파트빌,79.46,2,2006,남부순환로71길 6,6.12981378918413,14,2020-09-15,1.0,126.838044299232,37.5215660149683
세종빌라트,122.45,6,1998,도곡로23길 31,6.599862165914225,22,2020-09-15,0.5333333333333334,127.038796002173,37.4941807545498
독산주공14단지,76.51,15,1990,한내로 69-54,6.586716848490766,30,2020-09-15,0.0,126.885814835631,37.4602167873458
양지,54.48,5,2004,동소문로13가길 10-6,6.294311880486655,16,2020-09-15,0.9333333333333333,127.0122791275,37.5922587514834
당산계룡리슈빌1단지,38.77,12,2014,양산로25길 16,7.3852750840416554,6,2020-09-15,1.0,126.899400763145,37.5250573899309
라이프,101.85,1,1993,중계로 184,6.966385363433542,27,2020-09-15,0.42479275134435845,127.079599122393,37.6511079247726
(797-43),51.04,2,1996,디지털로27라길 6-18,5.644455012731382,24,2020-09-15,0.4643856189774723,126.889120018276,37.4845729709588
탑건진선미,84.85,6,2005,초록마을로 166,6.544407731207621,15,2020-09-15,1.0,126.846255422963,37.5362054587629
서서울삼성,48.92,12,1998,마포대로 262,7.341701624418144,22,2020-09-15,1.0,126.959278026157,37.5565789226072
동방,59.85,2,1999,신월로 220,6.453500006704541,21,2020-09-15,0.6965784284662088,126.846604008329,37.5213500292993
샘터마을,115.366,3,1994,일원로 120,7.487521764491909,26,2020-09-15,0.3743139896076805,127.082672775781,37.4852019134102
청구,84.87,8,1999,중앙로6길 5-15,6.641021874896189,21,2020-09-15,1.0,126.864413656632,37.5014107102331
전농동삼성래미안,84.98,17,2000,전농로 192,6.9369781376590405,20,2020-09-15,1.0,127.055452585633,37.58280297036
현진타워,31.02,8,2015,오금로44가길 13,6.805327631408948,5,2020-09-15,1.0,127.134408804799,37.4976094520651
현대뜨레비앙,43.98,6,2003,돈화문로11가길 59,6.518528687366881,17,2020-09-15,1.0,126.990057597088,37.5751118972517
(807-21),22.68,2,1998,구로동로 82-9,5.732181949177899,22,2020-09-15,0.5333333333333334,126.885884576448,37.4865382320729
성동강변파크빌101(강변타워),59.1,6,2001,구의강변로5길 7,7.222973509242523,19,2020-09-15,0.8513736347920329,127.092743336325,37.5378533492215
반포푸르지오,59.91,11,2000,신반포로15길 4,7.991061575460133,20,2020-09-15,1.0,126.997453872656,37.50414348667
우원그린빌,84.206,11,2001,구로중앙로28다길 22,6.2811515911356075,19,2020-09-15,1.0,126.888864060761,37.5014222775578
오페라하우스,149.4,1,1998,인수봉로77길 28,5.70779049605374,22,2020-09-15,0.5333333333333334,127.009313406646,37.6447276080993
삼환(101동),84.91,4,1999,학동로77길 49,7.572108880871446,21,2020-09-15,0.9509775004326938,127.047566189072,37.5221283395974
응암하이포롬,84.99,10,2003,은평로8길 39,6.377244681899748,17,2020-09-15,1.0,126.919051454645,37.5969175986704
여의도더리브스타일,14.8376,23,2020,경인로 900,7.294791700930796,0,2020-09-15,1.0,126.912647744146,37.5176921431262
삼화그린,99.97,5,2004,고덕로24가길 4,6.2918691845673225,16,2020-09-15,1.0,127.135762094797,37.5532889009203
쌍용플래티넘S,18.24,7,2013,대림로29길 13,6.455143392448271,7,2020-09-15,1.0,126.898058257377,37.4953006652838
낙원,84.94,2,1996,시흥대로26길 16,5.899797358582158,24,2020-09-15,0.6918863237274593,126.90483982039,37.4416995246423
동부센트레빌아파트,150.657,13,2005,방학로 120,6.20354867455386,15,2020-09-15,1.0,127.038914173941,37.6642892744822
온누리,84.65,3,2007,대림로22길 38,6.371202839977637,13,2020-09-15,1.0,126.90443680453,37.4953767261802
우성1,51.57,9,1988,뚝섬로 569,7.453451540651409,32,2020-09-15,0.0,127.073577477923,37.5343511422776
한양7,84.3,4,1993,해등로25길 41,6.443665327526449,27,2020-09-15,0.23219280948873616,127.034124384435,37.6558809051642
신월2차미소지움,83.55,5,2005,오목로10길 7-8,6.641193107300406,15,2020-09-15,1.0,126.845594824003,37.5217465967693
한아(987-11),83.33,5,2003,시흥대로144길 16,6.246146766281584,17,2020-09-15,0.8666666666666667,126.900249093495,37.4734625482585
제이드파크(382-2),21.94,8,2014,장한로21길 11-2,6.2875433556066715,6,2020-09-15,1.0,127.069023861451,37.5699238502643
갑을,59.86,14,1998,관악로5길 42,7.02043939594855,22,2020-09-15,1.0,126.952068524516,37.4750846730618
래미안밤섬리베뉴Ⅰ,121.4,21,2014,독막로20나길 22,7.396931431051274,6,2020-09-16,1.0,126.924865001583,37.5460936124582
늘푸른주상복합,84.96,15,2008,구로중앙로28다길 30,6.191268148725161,12,2020-09-16,1.0,126.88858571928,37.5017420525023
신반포27,53.46,5,1985,잠원로8길 3,7.7963560187269465,35,2020-09-16,0.0,127.00964563859,37.5158114001379
미주,124.73,4,1978,약령시로 147,6.968186523270796,42,2020-09-16,0.0,127.045820089084,37.5837925187499
한양아파트,105.52,9,1983,가락로 187,7.211699400832985,37,2020-09-16,0.0,127.113310825576,37.5057007966661
더샵서초,30.39,30,2006,서초중앙로2길 21,7.460152862765651,14,2020-09-16,1.0,127.018515809239,37.4839059857673
경지리버캐슬,135.96,2,2003,상암로4가길 48,6.352103380843814,17,2020-09-16,0.8666666666666667,127.124022526726,37.5511099586135
마샹스,103.22,2,2003,명달로4길 76,6.876062832249647,17,2020-09-16,0.8666666666666667,127.010024286398,37.4807059973007
동도센트리움,80.722,15,2009,마들로 579-19,6.6357813010492634,11,2020-09-16,1.0,127.045283529977,37.6618058794693
다성이즈빌(명일4차),84.02,2,2005,양재대로130길 36,6.502052103976051,15,2020-09-16,1.0,127.145214421291,37.5457786496162
드림시드,82.17,15,2005,국회대로53길 30,6.681015149680246,15,2020-09-16,1.0,126.906689366257,37.5282110228645
한강밤섬자이,118.28,18,2010,토정로 158,7.3684794294083265,10,2020-09-16,1.0,126.928053478918,37.5451612622882
벽산아파트1,72.01,14,1991,방학로11길 36,6.459591677210456,29,2020-09-16,0.14159758378145282,127.031936856391,37.660370119378
동양넥스빌,59.75,15,1999,상암로 41,6.72760709092799,21,2020-09-16,0.6000000000000001,127.128189760726,37.5501745970905
현대4,84.94,6,1996,진황도로61길 7,7.050777632767584,24,2020-09-16,1.0,127.143825172961,37.5294017081741
한양7,84.86,8,1993,시루봉로2길 90,6.509803707042509,27,2020-09-16,0.2584962500721156,127.032839441074,37.6549783955025
광화문스페이스본(106동),153.42,8,2008,경희궁길 57,6.992569832867742,12,2020-09-16,1.0,126.967807531773,37.5735202837045
선구,69.54,3,2003,갈현로 232,5.998057662577626,17,2020-09-16,1.0,126.915272291927,37.61770302546
목동센트럴아이파크위브3단지,52.85,2,2020,남부순환로83길 48,7.27758830749838,0,2020-09-16,1.0,126.845391557089,37.5172990736832
롯데캐슬엠파이어,189.39,36,2005,의사당대로 127,6.910970970094979,15,2020-09-16,1.0,126.926406742546,37.5202405439146
현대(5차),54.0,7,1989,오금로 370,7.462066014687866,31,2020-09-16,0.0,127.130262531326,37.5000311346249
강동와이시티,13.99,9,2014,천호대로175길 42,6.834361847766284,6,2020-09-16,1.0,127.137425545214,37.5365024541122
한진해모로,59.9,7,2007,양원역로6가길 19,6.675808484901329,13,2020-09-16,1.0,127.109841273166,37.6032912781038
두산위브트레지움2차,59.7852,17,2016,상도로30길 40,7.5174775060878725,4,2020-09-16,1.0,126.942466980966,37.5043182643342
뉴홍현솔레디움,84.86,10,2002,구로동로42길 77,6.455736485772233,18,2020-09-16,1.0,126.883537704987,37.4988496409134
삼각산아이원,114.88,15,2003,삼양로19길 113,6.605341266999525,17,2020-09-16,1.0,127.017723289038,37.6170555597064
월가타워,13.09,14,2013,마들로11가길 6-25,6.576616388336287,7,2020-09-16,1.0,127.049035628214,37.6522203633914
로덴하우스이스트빌리지,243.36,13,2009,남부순환로378길 9,7.417100517577693,11,2020-09-16,1.0,127.046889645752,37.4856717671836
(798-55),25.55,3,1998,디지털로27길 120-3,5.847535421352262,22,2020-09-16,0.5333333333333334,126.887568020677,37.4850586792813
방배롯데캐슬로제,172.27,3,2009,방배로26길 41,7.364494331819857,11,2020-09-16,1.0,126.994233398753,37.490333916315
대방전철,75.91,4,1976,여의대방로61길 6,6.752594120849097,44,2020-09-16,0.0,126.925370962892,37.5143859855881
현대,139.275,13,1993,다산로36길 109,6.606033871304893,27,2020-09-16,0.42479275134435845,127.022970424804,37.5605041293678
마포중동현대,114.93,12,2001,성암로 91,6.863912397393886,19,2020-09-16,1.0,126.906616371252,37.5713163410379
아크로타워스퀘어,59.7,17,2017,국회대로54길 10,7.708772386805334,3,2020-09-16,1.0,126.906430209934,37.5236586861947
신촌푸르지오,59.9973,18,2015,북아현로1길 50,7.600947460554613,5,2020-09-16,1.0,126.952811165218,37.559690000903
경동엠파이어스테이트,18.915,4,2012,화곡로 344,6.80101336495336,8,2020-09-16,1.0,126.851835694851,37.5543293274462
꿈의숲대명루첸아파트,122.021,11,2008,월계로36길 27,6.785693345038426,12,2020-09-16,1.0,127.046309525743,37.6214311096186
미성,63.53,10,1987,증산로15길 35-10,6.808027991507,33,2020-09-16,0.0,126.907740493268,37.5895152217591
래미안 리더스원,84.94,26,2020,서운로 62,8.045539980083234,0,2020-09-16,1.0,127.028420395094,37.4894385509969
무궁화,81.9,4,1992,강서로7길 141,6.126597221099479,28,2020-09-16,0.1333333333333333,126.839829215966,37.5286204065573
방배아크로리버,149.225,9,2004,방배중앙로 207-10,7.14932411708791,16,2020-09-16,1.0,126.984586960421,37.4980673858774
예미원,84.98,7,1970,마포대로 236,6.8091447661491555,50,2020-09-16,0.0,126.957946204358,37.5547266354932
강변,64.43,-1,1971,이촌로 104,7.124202550505467,49,2020-09-16,0.0,126.959040580308,37.5234915997654
엘리시아,213.07,5,2009,평창문화로 142,6.333626271546908,11,2020-09-16,1.0,126.975874761938,37.6097042483425
남산애지앙,44.88,2,2003,후암로34길 31-17,6.767324663897343,17,2020-09-16,1.0,126.978239102141,37.5524633164709
신촌삼익,59.85,14,1997,신수로 107,7.310152472258965,23,2020-09-16,1.0,126.934810549834,37.5520861161031
마포래미안푸르지오1단지,59.9452,15,2014,마포대로 195,7.759531956210194,6,2020-09-16,1.0,126.95422378666,37.5524339233654
우성2,79.91,7,1992,도림로47길 1,6.5699055454303155,28,2020-09-16,0.35948782818525066,126.899907871857,37.4956116524654
동대문더퍼스트데시앙,59.8074,14,2019,장한로27가길 37,7.247442678705349,1,2020-09-16,1.0,127.070885574157,37.5750495880554
현대타워(13층-27층),149.99,18,1998,테헤란로 423,6.972360469008696,22,2020-09-16,0.84531333371795,127.053059944282,37.5062216594214
강일리버파크7단지,84.53,5,2009,아리수로98길 25,6.947985592519507,11,2020-09-16,1.0,127.178211879779,37.5652905801256
반포푸르지오,80.0,10,2000,신반포로15길 4,7.824046010856292,20,2020-09-16,0.8616541669070521,126.997453872656,37.50414348667
동아2,112.354,22,2000,경인로 643,7.061298001159466,20,2020-09-16,1.0,126.885553611579,37.5088498841248
현대예술아파트,110.47,4,1993,도화2안길 11,6.701709229575528,27,2020-09-16,0.19999999999999996,126.949039645129,37.539290368651
비즈트위트레드,20.75,3,2016,가마산로 285,6.720118416124837,4,2020-09-16,1.0,126.891686167261,37.497105116553
백련산힐스테이트2차,59.95,3,2011,백련산로 38,7.158049819362298,9,2020-09-16,1.0,126.923090643465,37.5892706101884
두원,59.53,1,1996,청두곶길 14,7.583448826614594,24,2020-09-17,0.5614709844115207,126.985459248389,37.4779742082756
프라비다M,15.66,14,2014,남부순환로 1777-7,6.929234310659261,6,2020-09-17,1.0,126.947625231145,37.4823862782126
상기,46.28,3,1976,금호산9가길 52,6.975018046231305,44,2020-09-17,0.0,127.018948564731,37.5525653437644
청솔우성,59.27,6,2000,중앙로 101,6.636749090020576,20,2020-09-17,1.0,126.859932571013,37.5062829815918
신동아,61.59,8,1982,영등포로12길 8,7.193975006547438,38,2020-09-17,0.0,126.887036959713,37.5223553689921
동도센트리움(70-12),78.476,18,2002,고척로22길 84,6.40569214446415,18,2020-09-17,1.0,126.846809356285,37.4981451232999
한신트리플,62.75,4,2004,방배로33길 29,7.21124795746056,16,2020-09-17,0.9333333333333333,126.989270518102,37.4912422359315
마곡엠밸리7단지,84.91,7,2014,마곡서로 133,7.376609973811688,6,2020-09-17,1.0,126.823838667719,37.5645561030039
종로동광모닝스카이,15.855,13,2013,난계로29가길 24,6.603859212795537,7,2020-09-17,1.0,127.022384057182,37.5734426327001
은천1,84.83,7,2001,인헌12길 46-2,6.784594138698804,19,2020-09-17,1.0,126.965275037928,37.4716685170903
마곡엠밸리2단지,84.88,3,2014,마곡서1로 146,7.21144891303966,6,2020-09-17,1.0,126.821411028637,37.5688249730513
효삼골드빌,95.25,7,2004,효창원로93길 14,6.793901521465643,16,2020-09-17,0.9333333333333333,126.962804616613,37.5487250052679
샘터마을,134.438,13,1994,일원로 120,7.435997781715173,26,2020-09-17,0.8226566668589748,127.082672775781,37.4852019134102
현대슈퍼빌,214.92,28,2003,서초중앙로 15,7.090448998043134,17,2020-09-17,1.0,127.015641614311,37.4830108887405
거성리젠시,80.4,3,2004,연서로 14-1,6.31623029196941,16,2020-09-17,0.9333333333333333,126.916467694598,37.6004077683223
대성유니드2차,84.67,6,2004,중앙로29길 108,6.643381201223589,16,2020-09-17,1.0,126.84859262957,37.5210992335273
국화맨션,84.71,14,1983,도림로 464,7.187020491833772,37,2020-09-17,0.0,126.892875370579,37.5167344972335
대동1,59.96,9,1999,풍성로15길 10,7.026205203626224,21,2020-09-17,0.9509775004326938,127.117017795695,37.5352956554233
동호스카이,56.77,3,2009,진흥로 144,6.626452906843291,11,2020-09-17,1.0,126.925999860181,37.608110386275
라이프미성,82.3,10,1992,용마산로129나길 101,6.384089368742969,28,2020-09-17,0.2666666666666666,127.098807349222,37.6032529186598
성원,114.48,6,1998,모래내로 430,6.457814584882333,22,2020-09-17,1.0,126.9422547512,37.5836195224807
천호동이연아마빌레아파트,80.57,3,2002,천중로21길 61,6.543980597928182,18,2020-09-17,1.0,127.13259233566,37.5473589819332
신현대9차,111.38,10,1982,압구정로 151,7.793229459818989,38,2020-09-17,0.0,127.024454982256,37.5267858196588
신안파크,56.78,4,1988,지양로15길 20,6.423919189426726,32,2020-09-17,0.0,126.829250021639,37.5239737188018
자양우성7,84.93,2,1998,아차산로36길 39,7.210860019553469,22,2020-09-17,1.0,127.074358517781,37.5363129421233
강남상가,145.59,6,1974,압구정로2길 46,6.627441192689319,46,2020-09-17,0.0,127.020691646267,37.5187672551656
주공4,45.77,10,1991,덕릉로76길 29,6.868316058234847,29,2020-09-17,0.19271199045082196,127.076114066791,37.6558199303153
미소세상,59.96,6,2017,응암로 271,6.609566794919934,3,2020-09-17,1.0,126.918971942723,37.5962052205301
럭키남서울아파트,62.15,3,1981,시흥대로47길 43,6.997712166201524,39,2020-09-17,0.0,126.898955300111,37.4506553147109
용두두산위브,84.99,7,2009,정릉천동로 16,7.085280474953445,11,2020-09-17,1.0,127.035306481469,37.5734678565527
정릉풍림아이원,84.24,9,2005,솔샘로25길 28,6.722580653205776,15,2020-09-17,1.0,127.006961851299,37.6185773729869
우림루미아트201동,84.569,4,2004,동일로238길 33,6.6085489574208545,16,2020-09-17,1.0,127.056980397727,37.6746279751858
거성푸르뫼,132.68,7,1993,고척로 85,5.984430520450602,27,2020-09-18,0.39068905956085176,126.843822855794,37.5010740751998
디아레나서초,17.35,6,2020,효령로53길 24,7.335073988376922,0,2020-09-18,1.0,127.013793744607,37.4857345072402
현대홈타운스위트,84.9852,2,2004,연동로13길 25,6.444959809201078,16,2020-09-18,1.0,126.81957030728,37.4850638746129
백련산힐스테이트3차,84.59,3,2011,백련산로 36,6.9300836366040475,9,2020-09-18,1.0,126.924767525406,37.5884566532295
상계주공1(고층),58.01,12,1988,동일로213길 21,6.9710432339678094,32,2020-09-18,0.0,127.060010329586,37.6477074025675
하이페리온,181.2,4,2004,도곡로4길 31,7.094939899908903,16,2020-09-18,0.9333333333333333,127.034768297935,37.4885895457311
극동,59.975,5,1987,올림픽로45길 11,7.313637140586644,33,2020-09-18,0.0,127.116088187018,37.5268104959684
한성,84.98,7,1997,가마산로 575,6.964037285773046,23,2020-09-18,1.0,126.919573843923,37.5048413546279
브라운스톤효령아파트,121.269,3,2005,효령로26길 15,7.051386483019245,15,2020-09-18,1.0,126.995532806274,37.4797952376401
방화동진로아파트,84.96,5,1994,금낭화로 258,6.526017732034928,26,2020-09-18,0.7600586290854787,126.808225247153,37.5766791552801
수서한아름,129.45,14,1993,광평로51길 22,7.270207246497792,27,2020-09-18,0.5357552004618082,127.103957177072,37.4902172303572
비선아파트,48.93,13,1999,화랑로51길 78,6.766868649611476,21,2020-09-18,1.0,127.087827761757,37.6258183835065
대우,84.99,3,1999,고척로52길 48,6.677349274350086,21,2020-09-18,1.0,126.855220189635,37.5034122853622
순영웰라이빌2차,64.45,12,2005,가마산로 280,6.4913696255273114,15,2020-09-18,1.0,126.891564274155,37.4960795695469
국화맨션,118.62,1,1983,도림로 464,6.944014527943974,37,2020-09-18,0.0,126.892875370579,37.5167344972335
반도하우드,84.56,5,2007,갈현로29길 30-14,6.347725498078682,13,2020-09-18,1.0,126.91348265959,37.6211276421554
서울숲푸르지오,114.55,17,2007,금호로 15,7.370750557159428,13,2020-09-18,1.0,127.022764235413,37.5438475070221
송촌,84.99,16,2005,공항대로71길 49,6.741887795487657,15,2020-09-18,1.0,126.872808008605,37.5495140733123
수산트리플,59.86,1,2004,우이천로20길 6,6.45333293628397,16,2020-09-18,1.0,127.034029727782,37.640417624427
창동3차현대,135.353,10,2001,도봉로136길 111,6.494107723690236,19,2020-09-18,1.0,127.046380281378,37.6616434568955
브라운스톤동선,59.95,11,2010,아리랑로5길 25,7.245061196351927,10,2020-09-18,1.0,127.014089924778,37.5960628966291
세림리오빌,113.49,12,2005,아차산로 451,6.72991744326963,15,2020-09-18,1.0,127.092202046312,37.5392349158728
정산(102동),83.42,7,2001,올림픽로104길 14,6.827672612067022,19,2020-09-18,1.0,127.130390071497,37.5553928373613
신아굿모닝,70.68,4,2009,연서로5길 32,6.170053434019614,11,2020-09-18,1.0,126.912015885287,37.6040195766028
현대201동,59.91,4,1995,사당로2가길 10-5,6.818602036840273,25,2020-09-18,0.7079879189072641,126.961613065904,37.4931901408368
두원,59.27,2,1996,청두곶길 14,7.596336627648055,24,2020-09-18,0.5614709844115207,126.985459248389,37.4779742082756
한양3,126.9,7,1985,양재대로 1089,7.139529719495622,35,2020-09-18,0.0,127.122482653015,37.5058510304045
아크로타워스퀘어,84.75,18,2017,국회대로54길 10,7.543223347955404,3,2020-09-18,1.0,126.906430209934,37.5236586861947
현대타운,140.92,8,1996,갈현로11길 7,5.6972325437924685,24,2020-09-18,0.3999999999999999,126.909585699098,37.6051602850867
극동늘푸른,84.08,8,1999,동일로 941,6.665641294439867,21,2020-09-18,1.0,127.076203123812,37.6148667612404
상계주공7(고층),45.9,9,1988,동일로 1456,7.047801352627854,32,2020-09-18,0.0,127.061495568943,37.660676910032
한양1차(영동한양),78.05,8,1977,압구정로 321,8.031044555362687,43,2020-09-18,0.0,127.038376464689,37.5295119716843
미라보,84.97,1,1995,시루봉로2길 62,6.304909338559998,25,2020-09-18,0.7079879189072641,127.031412400352,37.655100687047
우림카이저팰리스,84.98,14,2008,종암로 132,6.7406156090224725,12,2020-09-18,1.0,127.033550711598,37.6019090131896
도화현대,84.42,6,1998,새창로 52,7.163298820856928,22,2020-09-18,1.0,126.955738152741,37.5399016047307
신촌삼익,59.97,8,1997,신수로 107,7.241149819297148,23,2020-09-18,0.6031579168349362,126.934810549834,37.5520861161031
구의현대7단지현대홈타운,59.97,10,1997,구의강변로3가길 39,7.308149467082528,23,2020-09-18,1.0,127.090991709293,37.5368269410374
도곡1차아이파크,130.259,3,2007,도곡로28길 8,7.518869426189125,13,2020-09-18,1.0,127.042114305173,37.4920702704886
거여5단지,84.17,10,1997,양산로4길 16,7.080086901746744,23,2020-09-18,1.0,127.144964294087,37.4892096827534
이안용산1차(101동),84.95,4,2005,백범로90길 74,7.0404034093675785,15,2020-09-18,1.0,126.969865080417,37.5380767541768
현대(관악),84.74,6,1992,관악로40길 60,6.910818790274041,28,2020-09-18,0.408618867796331,126.960789557057,37.4933145697694
온누리,84.37,5,2007,대림로22길 38,6.2567330247228625,13,2020-09-18,1.0,126.90443680453,37.4953767261802
금강(343),84.983,4,2003,오리로 1197,6.755763483642879,17,2020-09-18,1.0,126.834110799597,37.4887093062564
현대2,84.26,5,1986,국회대로29길 5,7.022447856930964,34,2020-09-18,0.0,126.895971685094,37.5292653403567
산호,86.12,5,1977,원효로 66,7.459309999316716,43,2020-09-18,0.0,126.950368928526,37.5327880536079
주공10,58.14,4,1995,노원로22길 53,6.9720357688964985,25,2020-09-18,1.0,127.072986750115,37.6478450563087
동부센트레빌,59.99,9,2001,이촌로 174,7.776422027577042,19,2020-09-18,1.0,126.966804389151,37.5211131374957
대신빌라,54.18,4,1996,도림로14길 11,5.92606432837293,24,2020-09-18,0.3999999999999999,126.889311596363,37.4873788889756
마포래미안푸르지오2단지,84.5978,7,2014,마포대로 195,7.607995631831436,6,2020-09-18,1.0,126.95422378666,37.5524339233654
명진,100.14,4,2004,응암로16길 8-13,6.151333673790397,16,2020-09-18,0.9333333333333333,126.918804358717,37.591095041596
보미리아파트,115.24,8,2001,신반포로41길 55,7.204163485685056,19,2020-09-19,1.0,127.016024033799,37.512292466746
주공4,84.79,7,1991,덕릉로76길 29,6.9102289241565416,29,2020-09-19,0.16666666666666663,127.076114066791,37.6558199303153
서초현대,84.78,9,1999,사임당로19길 10,7.567562040881844,21,2020-09-19,1.0,127.019834325854,37.4909812977515
강일리버파크3단지,59.88,13,2009,아리수로93길 40,7.146146059717041,11,2020-09-19,1.0,127.175106641578,37.5655171416703
"마제스타시티(힐스테이트서리풀101,102동)",59.95,16,2017,서초대로38길 12,7.895648762493077,3,2020-09-19,1.0,127.005381592272,37.4904950346372
아남,70.42,12,1992,마천로35길 18,6.747622527477331,28,2020-09-19,0.23899750004807702,127.146072051276,37.5004625158406
가양우성,84.87,4,1990,양천로 489,6.920981901254059,30,2020-09-19,0.0,126.854207064138,37.5622435688041
현대리버빌2지구,59.4,12,1999,풍성로24길 42,7.283605466551371,21,2020-09-19,1.0,127.116726962458,37.5316299523255
노블레스아파트,84.87,4,2006,공항대로65가길 17,6.433145795712767,14,2020-09-19,1.0,126.870427336745,37.5509720024065
송파파인타운7단지,84.93,10,2007,충민로4길 19,7.286209456795256,13,2020-09-19,1.0,127.129952666259,37.4792099224867
래미안송파파인탑,53.36,26,2012,오금로32길 31,7.7264844229715095,8,2020-09-19,1.0,127.119488892903,37.5029836751039
신촌금호,59.21,15,2001,서강로9길 19,7.196112684905474,19,2020-09-19,1.0,126.932226410268,37.552897361267
휴먼아파트A,84.08,4,2002,인헌1길 34,6.4175683600831315,18,2020-09-19,0.8,126.968827064424,37.4744404743434
(747-51),49.59,5,1999,구로동로8길 18-9,5.712016279583304,21,2020-09-19,1.0,126.886753150226,37.4866292586851
우평,99.29,2,2003,남부순환로262길 37,6.558205659985993,17,2020-09-19,1.0,126.975531284994,37.4745892778791
강변,66.29,7,1987,잠원로 166-17,7.872771521943366,33,2020-09-19,0.0,127.01215814545,37.5173927899248
마곡드림힐,59.4396,10,2003,양천로24길 54-9,6.689820247567788,17,2020-09-19,1.0,126.814978487126,37.5704201884062
신당아르브,18.08,4,2014,난계로 151,6.720999125120317,6,2020-09-19,1.0,127.023319283742,37.5649742650674
삼익파크맨션,137.7,8,1983,명일로 293,6.8502123237031105,37,2020-09-19,0.0,127.146363375022,37.5447065746306
관악캠퍼스타워,41.1,9,1998,남부순환로 1802,6.5929445391421035,22,2020-09-19,0.5333333333333334,126.950284940868,37.4811700742595
파라디아,115.49,10,2010,천호옛길 30,6.753691182989731,10,2020-09-19,1.0,127.122740704799,37.5318629808882
리슈리안,51.65,8,2015,중앙로 311,6.652144537530426,5,2020-09-19,1.0,126.850699873035,37.5238147426564
새롬(1164-14),57.93,6,2000,논현로2길 38,6.8188118074257265,20,2020-09-19,1.0,127.053244160377,37.4733733628436
천왕연지타운2단지,84.97,2,2014,오리로 1102-10,6.699563530563947,6,2020-09-19,1.0,126.84334132511,37.4840144134269
대림(1차),75.51,8,1986,독서당로62길 43,7.328422309530053,34,2020-09-19,0.0,127.033526471055,37.5519009520129
목동삼성,84.77,21,1996,신목로 7,7.232548328021252,24,2020-09-19,1.0,126.876418086086,37.5150788692395
e편한세상신촌1단지,84.95,18,2018,북아현로1가길 20,7.492857026911662,2,2020-09-19,1.0,126.951399056142,37.5580680839066
이촌동삼성리버스위트,134.9,11,2002,이촌로88길 30,7.524682433630673,18,2020-09-19,1.0,126.975899020674,37.516879547214
마포래미안푸르지오2단지,84.8919,24,2014,마포대로 195,7.602175033626997,6,2020-09-19,1.0,126.95422378666,37.5524339233654
신도림롯데아파트,59.96,11,1999,새말로 31,7.096283905139411,21,2020-09-19,1.0,126.884825422545,37.5043803735487
롯데캐슬로잔,244.937,5,2009,평창문화로 156,6.588537794653531,11,2020-09-19,1.0,126.978124840433,37.6095980998306
한강삼성,59.97,15,1997,토정로32길 11,7.482055826951198,23,2020-09-19,1.0,126.940986623851,37.5398472210499
신내 데시앙포레,84.62,1,2013,신내역로 165,6.7180798757395745,7,2020-09-19,1.0,127.109631685269,37.6165826807685
성원,55.35,14,1998,모래내로 430,6.901411805059962,22,2020-09-19,1.0,126.9422547512,37.5836195224807
가락금호아파트,85.0,9,1997,송파대로32길 15,7.438383530044307,23,2020-09-19,1.0,127.11575708533,37.4965824118518
광산,56.76,6,1973,모래내로 455,6.127019964711777,47,2020-09-19,0.0,126.9452798978,37.5856089147184
위더스빌,84.83,16,2010,동일로 942,6.679233623040978,10,2020-09-19,1.0,127.077122619657,37.6146708296243
마포용강삼성래미안,59.98,14,2003,큰우물로 28,7.418914291649365,17,2020-09-19,1.0,126.941592903435,37.5438789550902
펜트라우스,103.04,16,2011,백범로 205,7.249371759046668,9,2020-09-19,1.0,126.954094951539,37.5440255735187
홍제현대,83.05,6,1992,통일로39가길 57,6.9426597391763405,28,2020-09-19,0.30157079707046747,126.940985283729,37.5899000753645
리센츠,124.22,24,2008,올림픽로 135,7.716912873672346,12,2020-09-19,1.0,127.089889095677,37.516733284228
월등스카이뷰,68.318,5,2004,동일로 938,6.36744891622539,16,2020-09-19,1.0,127.077134940011,37.6142077135304
태영,64.6,7,2002,망원로 61-1,6.651563873621727,18,2020-09-19,0.8,126.903716571869,37.5572633399943
주함헤븐103동,73.88,4,2006,남부순환로58길 24-16,5.965688510792998,14,2020-09-19,1.0,126.829634838366,37.5300588240754
리치캐슬아파트,71.31,1,2003,성균관로14길 19,6.511919719849816,17,2020-09-19,0.8666666666666667,126.997826335768,37.5885578235279
힐스테이트송파위례,101.95,19,2016,위례광장로 170,7.3800857722989806,4,2020-09-19,1.0,127.142324795699,37.4798960212267
현대,72.63,3,1994,용마산로 252,6.720049571678835,26,2020-09-19,0.585642323037168,127.089222458333,37.5751759965089
프라자,84.67,10,1985,문정로 125,7.344191254529103,35,2020-09-19,0.0,127.134003319293,37.4923791209484
