단지명,전용면적(㎡),층,건축년도,도로명,면적당 단가(만원),아파트 나이,계약일자,alpha,경도,위도
삼성아트빌(715-32),64.21,5,2008,난곡로35길 68,6.326333612670413,15,2023-09-02,1.0,126.91724152383,37.4703322269841
트라팰리스웨스턴에비뉴,112.33,16,2009,오목로 299,7.723648578347196,14,2023-09-02,1.0,126.87035534357,37.5260837006075
송파파크데일1단지,84.99,11,2011,성내천로37길 37,6.959460301752412,12,2023-09-02,1.0,127.158101313303,37.4987850346578
센트럴힐,65.03,4,2003,종암로13길 16-11,6.343824489745301,20,2023-09-02,0.7739760316291208,127.033906586993,37.5968091228774
디에이치반포라클라스,59.9928,30,2021,서초중앙로 206,8.298327657451267,2,2023-09-02,1.0,127.012723336537,37.4997791676203
휘경해모로프레스티지,59.82,11,2021,외대역동로1길 60-3,7.173124052469927,2,2023-09-02,1.0,127.062931601394,37.5916037201805
백련산해모로,59.95,11,2020,응암로30길 15,7.1836922499756355,3,2023-09-02,1.0,126.921690274973,37.5959775729359
돈암동일하이빌,68.616,9,2006,보문로38길 11,6.906063280562196,17,2023-09-02,1.0,127.014818171378,37.5916625438915
더샵파크프레스티지,84.9626,21,2022,가마산로79길 37,7.261334664916966,1,2023-09-02,1.0,126.916999128646,37.5074534790218
신일해피트리,59.23,3,2005,수색로 147-1,7.04583481386937,18,2023-09-03,0.9287712379549449,126.904417966743,37.5752129149082
예성그랑펠리체,83.59,9,2007,승방길 66,7.022996239283251,16,2023-09-03,1.0,126.978402009855,37.4729736956294
한신플러스타운,114.78,15,2002,고척로 52,6.384245731478027,21,2023-09-03,0.9000000000000001,126.840470737116,37.4985684053782
대치현대,114.59,7,1999,삼성로64길 5,7.755514304879841,24,2023-09-03,0.6918863237274593,127.060513822972,37.5004474963781
서초그랑자이,90.72,27,2021,효령로 391,8.186874820369402,2,2023-09-04,1.0,127.024591003338,37.4893225494193
대주그린빌,59.71,4,2003,성안로 67,6.219453150085392,20,2023-09-04,0.6666666666666667,127.13131193275,37.5296233341589
보라매길성그랑프리텔,75.4,14,2005,여의대방로29길 10,6.819054508565486,18,2023-09-04,0.8,126.918844904343,37.4997492737871
한양,110.22,1,1983,구의강변로 11,7.29902711133381,40,2023-09-04,0.0,127.090960364989,37.5322597934091
영등포중흥에스클래스,59.96,8,2021,선유서로24길 6,7.419247791735831,2,2023-09-04,1.0,126.88610509721,37.5235893875941
히페리온리버팰리스,83.453,2,2022,송정길 32,6.902312287646604,1,2023-09-04,1.0,127.063395492673,37.5487289822502
연서노벨(463-16),61.08,10,2011,연서로19길 4,6.509142865336013,12,2023-09-04,1.0,126.917038414172,37.6136789354122
래미안원베일리,116.97,27,2023,반포대로 333,8.500207828116872,0,2023-09-04,1.0,126.995904034712,37.5077735030051
래미안프리미어팰리스,102.87,16,2017,아차산로 345,7.41008766088946,6,2023-09-04,1.0,127.08158295574,37.5375052411306
청담디에브스아파트,72.53,4,2017,도산대로92길 28,7.1291048603126965,6,2023-09-04,1.0,127.049142140585,37.522871562142
현대5,83.96,2,1989,아차산로70길 61,7.4190572066390095,34,2023-09-05,0.0,127.099966734736,37.5402253740643
태원팰리스,73.9,5,2004,다산로21길 31,6.817170048906465,19,2023-09-05,1.0,127.010573650528,37.5584869362673
한양립스,38.2471,6,2022,선릉로92길 37-4,7.536178286182884,1,2023-09-05,1.0,127.051787523413,37.506302593768
e편한세상서울대입구2차,59.85,6,2020,참숯1길 19,7.37504009446484,3,2023-09-05,1.0,126.94238244228,37.477304218918
황제팰리체(And Pra space),12.074,9,2013,곰달래로20길 31,6.667992697214398,10,2023-09-05,1.0,126.842999808923,37.5289209130811
은창,73.5796,5,2002,국회대로7길 157,6.347057083863507,21,2023-09-05,0.8422064766172814,126.852127820187,37.5289335958538
우성,65.46,13,1992,화곡로68길 115,6.8089253159127825,31,2023-09-05,0.0,126.860337997066,37.5573285674133
프라임팰리스(1024-23),82.02,9,2008,강서로33가길 86,6.777458278034279,15,2023-09-05,1.0,126.836277405513,37.5451335604982
목동힐스테이트,113.62,20,2016,중앙로36길 15,7.400642405566358,7,2023-09-05,1.0,126.855945462003,37.5207753299155
로얄팰리스스위트,40.07,8,2005,율곡로2길 7,6.989888292428722,18,2023-09-06,1.0,126.981249627719,37.5750118075378
우물골2단지두산위브(204~208동)BL2-5,84.16,2,2009,진관2로 77,6.857062164666619,14,2023-09-06,1.0,126.926834884276,37.634569572388
동대문더퍼스트데시앙,75.6043,11,2019,장한로27가길 37,7.065244671121165,4,2023-09-06,1.0,127.070885574157,37.5750495880554
용산파크타워(24-0),137.63,38,2009,서빙고로 67,7.622608069486507,14,2023-09-06,1.0,126.970412727842,37.5248628078572
래미안서초에스티지S,134.27,23,2018,서운로 104,7.986788345798642,5,2023-09-06,1.0,127.026491405544,37.4934155954909
신부파스카(313-7),84.99,7,2004,장한로36길 7,6.3364226873794935,19,2023-09-06,0.8513736347920329,127.072765391128,37.5776925020694
신창빌라트,84.98,6,1999,우이천로8길 57,5.409778323461912,24,2023-09-07,0.3999999999999999,127.041387575855,37.6359388192466
세교예지안5차,29.93,8,2016,곰달래로22길 27,6.665894378267643,7,2023-09-07,1.0,126.844484860514,37.5291072226991
준아트빌,227.36,6,2008,이태원로27나길 40,6.927957986299656,15,2023-09-07,1.0,126.996922527709,37.5349413830509
신일유토빌(603-0),73.5,5,2004,양재대로81길 16,6.967178699452938,19,2023-09-07,0.7333333333333334,127.133373792773,37.5231353448657
안산맨숀,76.03,4,1972,통일로32길 6,6.364220206791761,51,2023-09-07,0.0,126.949241705348,37.5847037452572
에스아이팰리스송파올림픽공원,27.55,11,2021,양재대로 1158,7.664192470217264,2,2023-09-08,1.0,127.127876709334,37.5106573078104
수유시그니티,48.59,12,2023,도봉로73길 13,7.067388798398875,0,2023-09-08,1.0,127.023116331154,37.6322995072704
홍익한신,78.74,2,1975,마장로 219,6.668738378511637,48,2023-09-08,0.0,127.033406073164,37.5666330983317
620-47(롯데캐슬L-65),84.98,31,2023,답십리로 27,7.406981766904776,0,2023-09-08,1.0,127.045331070581,37.5792492672171
도영힐,84.82,5,2003,은천로10길 32,6.64161118483133,20,2023-09-08,0.6666666666666667,126.941176279045,37.4847722675751
삼성동중앙하이츠빌리지,84.55,12,2004,학동로68길 30,7.854907266426637,19,2023-09-08,1.0,127.046509909248,37.5165797525495
문래해태,84.8,5,1999,영신로25길 8,6.744125855200335,24,2023-09-08,0.5169925001442311,126.901389111485,37.5173053092727
트라팰리스이스턴에비뉴,163.54,46,2009,오목로 299,7.579018666042078,14,2023-09-08,1.0,126.87035534357,37.5260837006075
방배 서리풀 그랑블,39.545,1,2019,서초대로34가길 52,7.672967271501073,4,2023-09-09,1.0,126.997856550654,37.4863329317817
래미안엘리니티,59.92,6,2022,한빛로 49,7.542132758485513,1,2023-09-09,1.0,127.026808531973,37.5798417442215
길음뉴타운9단지(래미안),134.99,12,2010,길음로9길 50,7.108500051261982,13,2023-09-09,1.0,127.020946793788,37.6026910997043
아크로빌,190.14,4,1998,오금로17길 13,6.677274472866177,25,2023-09-09,0.33333333333333326,127.111647017512,37.5119896792192
DK포시즌,79.2,3,2003,덕릉로 283,5.896154367303657,20,2023-09-09,0.6666666666666667,127.041295759868,37.6424046785338
풍림1,59.94,6,1995,동남로9길 39,7.221130464357873,28,2023-09-09,0.19999999999999996,127.126239074838,37.4955569628157
한화오벨리스크,126.12,37,2004,마포대로 33,7.7053110474745266,19,2023-09-09,0.7333333333333334,126.945447452979,37.5399847863145
e편한세상 문래 에듀플라츠,59.9833,4,2020,선유서로 50,7.372291639007037,3,2023-09-09,1.0,126.8852629,37.520252341103
울트라월드컵(참누리),59.9882,19,2006,월드컵북로38길 54,7.290944217246334,17,2023-09-09,1.0,126.905926907174,37.5713897653285
오륜아크로빌,32.94,6,2019,강동대로55길 36,6.894307643568335,4,2023-09-09,1.0,127.133402748791,37.523832056931
인왕궁맨숀,62.81,3,1974,통일로32길 14,6.769504691943784,49,2023-09-10,0.0,126.949396189459,37.5851238545432
에메랄드102동,83.01,3,2007,은천로34길 9,6.639834102413839,16,2023-09-11,1.0,126.952818484394,37.4859172658285
무지개아파트(308-86),84.57,2,2013,서오릉로27길 26-2,5.990636487676979,10,2023-09-11,1.0,126.903705267946,37.6172806901323
한성나이스빌,74.83,7,2002,마천로 16,6.743576310788516,21,2023-09-11,0.8422064766172814,127.122594021204,37.5097725364951
현대이에스에이아파트,144.26,17,2002,효령로77길 20,6.946773346002867,21,2023-09-11,0.6965784284662088,127.029487018686,37.4908753967204
평대보민아파트,59.43,3,2003,구천면로68길 38,6.560625747886936,20,2023-09-11,0.6666666666666667,127.142582550526,37.5489132759804
동궁리치웰(69-3),72.78,5,2004,새말로5길 3,6.875926796616346,19,2023-09-11,0.9478195835977573,127.124529180643,37.4830429766196
동원베네스트아파트,84.9,7,2002,효령로74길 57,7.5414550008986625,21,2023-09-11,0.7754887502163469,127.026455195706,37.4853309513845
마포용강삼성래미안,114.03,5,2003,큰우물로 28,7.336079681236384,20,2023-09-11,1.0,126.941592903435,37.5438789550902
서초동아이파크,156.53,1,2003,효령로68길 38,7.147812418806498,20,2023-09-12,0.6666666666666667,127.022458552663,37.485932751231
중앙하이츠,59.74,1,2001,양재대로95길 53,6.912098028416274,22,2023-09-12,0.9225150983032795,127.13369176933,37.5305430187252
현대타운,81.1,3,2005,남부순환로356길 109,7.044671811014026,18,2023-09-12,0.8,127.03971992522,37.4803986289675
와이엠프라젠스파,75.31,3,2005,자양로5길 33,7.191312536856968,18,2023-09-12,0.8,127.084141036038,37.530921726612
한양6,110.74,1,1980,압구정로 313,8.116772230194751,43,2023-09-12,0.0,127.03599584345,37.5298739327833
등촌동아이파크,84.9766,18,2005,등촌로 163,7.013979189009546,18,2023-09-12,0.8,126.861593331753,37.5447297738682
희훈리치파크,84.62,10,2002,강서로45다길 30-17,6.71665028292998,21,2023-09-12,0.9509775004326938,126.834532126506,37.5465378561662
강변아파트,48.78,5,2004,광나루로54길 23,6.431582598709686,19,2023-09-12,0.7333333333333334,127.095474144036,37.5399034704723
미성아파트(연립),120.3,11,1987,초록마을로 176,6.292153925897141,36,2023-09-12,0.0,126.845290915658,37.5361828454454
마포프레스티지자이,84.7352,4,2021,대흥로24길 24,7.688580004318154,2,2023-09-13,1.0,126.947610265434,37.5539607082089
파크사이드,66.24,2,2002,동산로6길 2,7.197473320919016,21,2023-09-13,0.6000000000000001,127.043055253559,37.4706433988422
원효,62.58,6,1970,원효로 166,6.693282877022715,53,2023-09-13,0.0,126.961497837715,37.5350249765358
길성그랑프리텔,73.84,9,2005,우장산로 82,6.7802419586831775,18,2023-09-13,1.0,126.844959036499,37.5523150586549
송파파크데일1단지,114.81,6,2011,성내천로37길 37,6.9266506256741724,12,2023-09-13,1.0,127.158101313303,37.4987850346578
동성네스트빌,65.4725,9,2008,봉우재로14길 30-8,6.475629147760113,15,2023-09-13,1.0,127.077858408143,37.5893827922232
보라매파크빌,84.84,9,2002,여의대방로10길 59,7.15373832226617,21,2023-09-13,0.8422064766172814,126.915079645129,37.4951147341406
래미안에스티움,118.39,14,2017,신풍로 77,7.269569456608854,6,2023-09-13,1.0,126.911544544308,37.5004196071802
삼익1,59.4,13,1996,성내천로 236,6.990126276415265,27,2023-09-13,0.19999999999999996,127.153632086153,37.4990048300841
래미안원베일리,101.97,34,2023,반포대로 333,8.435809321310106,0,2023-09-13,1.0,126.995904034712,37.5077735030051
염창2차보람,82.53,8,2006,공항대로61길 48-22,6.721427160645724,17,2023-09-13,1.0,126.867322475533,37.5523904187512
네스코수피아아파트,47.54,8,2021,승방4길 2,7.138860322171493,2,2023-09-14,1.0,126.980847481514,37.4738671084986
은진,49.37,6,2003,한천로150길 37,5.781001048951147,20,2023-09-14,0.6666666666666667,127.024720525607,37.6439589186679
어반레프대원,52.74,13,2023,수유로12길 51,7.036725660279097,0,2023-09-14,1.0,127.021686501801,37.6326935996456
보람,84.65,6,1999,등촌로53길 18,6.7528167322636214,24,2023-09-14,0.5614709844115207,126.862628889477,37.5496316927193
월드컵아이파크(666-0),84.15,8,2008,모래내로9길 3,7.039502549813158,15,2023-09-14,1.0,126.91333928814,37.5669075817354
레미안서초6차(1520-9),119.97,7,2006,반포대로21길 74,7.388371726518629,17,2023-09-15,0.8666666666666667,127.006843351912,37.4859246864006
래미안삼성2차,134.81,6,2007,선릉로130길 20,7.847433316310524,16,2023-09-15,1.0,127.043343754852,37.5156660777991
한아름,52.86,5,2003,갈현로29길 37-2,6.168934525527363,20,2023-09-15,0.6666666666666667,126.911951268784,37.6211748023425
히페리온리버팰리스,84.4845,4,2022,송정길 32,6.890027801193968,1,2023-09-15,1.0,127.063395492673,37.5487289822502
그랜드아파트,48.28,6,2023,뚝섬로52길 7,6.956663793349944,0,2023-09-15,1.0,127.079629698305,37.531532669959
현대홈타운,84.97,10,2005,반포대로23길 71,7.540630841200514,18,2023-09-15,0.8,127.005488190209,37.4885112810148
마포월드컵제이스카이,59.97,10,2021,방울내로11길 38,6.874353852348138,2,2023-09-15,1.0,126.903547016091,37.5625452943607
현대맨션(52-27),61.2,2,2004,삼양로80길 63,6.334567413501171,19,2023-09-16,0.7333333333333334,127.021144914888,37.6316863957274
훼미리타운,35.34,3,2012,방배로19길 40,7.213940822998477,11,2023-09-16,1.0,126.992868770396,37.4847934533762
현대힐타운,69.15,1,2000,중앙로48길 34,6.495761311991509,23,2023-09-16,0.46666666666666656,126.855120834518,37.5238052017815
동순미,91.16,2,2002,해등로17길 10-5,6.019480007581019,21,2023-09-16,0.7754887502163469,127.038071717189,37.6564975007287
동남1,83.37,2,2001,양재대로81길 76,6.658854016455252,22,2023-09-16,0.5333333333333334,127.130447572384,37.5244174951454
이지마루오장,22.46,10,2018,마른내로 126-1,7.197216711333995,5,2023-09-16,1.0,127.00195688803,37.5643884715851
한남힐스테이트,84.757,11,2003,장문로 141,7.730657129167107,20,2023-09-16,1.0,127.003869953309,37.5289897960706
테마하우스,113.08,6,2001,서래로7길 7,7.170092332935484,22,2023-09-17,0.5333333333333334,126.997921340129,37.498540410303
만민하늘愛,73.34,9,2008,진흥로11길 5,6.483850127246848,15,2023-09-18,1.0,126.922847563154,37.6074629888439
백련산해모로,39.1,10,2020,응암로30길 15,7.19095160216266,3,2023-09-18,1.0,126.921690274973,37.5959775729359
위산일리온시티,25.04,11,2020,은평로 116,7.153016635549966,3,2023-09-18,1.0,126.920675858475,37.599874221866
한신오페라하우스,123.75,11,2003,삼성로135길 47,7.412501856671746,20,2023-09-19,0.6666666666666667,127.045342013722,37.5192185245638
신현(102동),121.96,5,2002,필운대로10길 18-8,6.729034970146354,21,2023-09-19,0.6000000000000001,126.968147658897,37.5834494208763
삼부아파트102동,92.09,8,1998,봉은사로111길 34,7.460162734482688,25,2023-09-19,0.33333333333333326,127.064879324264,37.5174247014183
청담자이,82.952,30,2011,영동대로138길 12,8.209804928333572,12,2023-09-19,1.0,127.057249781197,37.5241014728573
장안푸르미에,12.9253,2,2013,천호대로97길 9,6.7733713737435846,10,2023-09-19,1.0,127.069915427764,37.561368549652
롯데캐슬리베,121.0894,11,2008,도곡로 404,7.798201519560113,15,2023-09-19,1.0,127.053553804427,37.4961855830196
천호2차우림루미아트,84.97,3,2004,양재대로121길 22,6.632122249768414,19,2023-09-19,1.0,127.140709605493,37.5432659926522
루나플라체,10.78,16,2019,영등포로 395,7.296381822727472,4,2023-09-20,1.0,126.922105395968,37.5136662276894
광화문스페이스본(101동~105동),131.44,7,2008,사직로8길 4,7.03984009934938,15,2023-09-20,1.0,126.968429762772,37.5746716527447
위더스빌,84.98,6,2010,동일로 942,6.6005059010378275,13,2023-09-20,1.0,127.077122619657,37.6146708296243
북한산두산위브,59.85,4,2020,홍은중앙로3길 9,7.078593724019471,3,2023-09-20,1.0,126.944654295681,37.5990017774988
청담그랑빌,95.41,6,2004,학동로77길 5,7.120256508684047,19,2023-09-20,0.7333333333333334,127.049033095957,37.519079286542
베벌리힐즈,272.95,5,2006,명지길 104,6.736545959677566,17,2023-09-20,0.8666666666666667,126.927513960606,37.5821744869551
명륜동주상복합아남아파트,115.05,3,1999,혜화로3길 5,7.052737590722516,24,2023-09-20,0.3999999999999999,127.000230514994,37.5859646059047
남산애지앙,90.52,4,2003,후암로34길 31-17,6.833001257060114,20,2023-09-20,0.6666666666666667,126.978239102141,37.5524633164709
낙원연립재건축조합아파트,69.96,6,2001,강서로47나길 39,6.56180429840638,22,2023-09-20,0.84531333371795,126.834910789168,37.5509881434999
명진에버그린,84.99,5,2003,강서로45라길 55-29,6.508272944306152,20,2023-09-20,0.6666666666666667,126.833419600753,37.5501208213733
대림상가,83.31,5,1972,을지로 157,6.5795312512174196,51,2023-09-20,0.0,126.995451191045,37.5671458986322
올림픽선수기자촌3단지,84.58,1,1988,양재대로 1218,7.768374813485831,35,2023-09-20,0.0,127.137712375583,37.5166909917264
그랜드아이파크,149.32,17,2010,화곡로 347,6.5266364382200255,13,2023-09-20,1.0,126.85129237152,37.5548351849155
대광,51.93,3,1971,안암로9나길 14,6.17673444599411,52,2023-09-21,0.0,127.024621772028,37.5822774263709
코오롱하늘채,84.9729,12,2003,갈현로29길 62,6.624305980215931,20,2023-09-21,1.0,126.910915159001,37.6233603600771
투원씨B동,59.9,5,2002,까치산로15길 13,5.859601211584156,21,2023-09-21,0.6000000000000001,126.847425229906,37.546917600815
현대임페리움,172.22,5,2004,효령로67길 71-6,6.364152735702209,19,2023-09-21,0.7333333333333334,127.022199187827,37.4901835754797
잠실더샵스타파크,137.37,14,2008,올림픽로35가길 10,7.401177665849444,15,2023-09-22,1.0,127.102633008407,37.516940130045
광명아파트,70.55,6,2007,백제고분로48나길 7-17,6.948719006902105,16,2023-09-22,0.9333333333333333,127.115634511756,37.5097882942092
더유엘아파트,59.8926,5,2022,시흥대로2길 57-18,6.552871939007755,1,2023-09-22,1.0,126.905925514693,37.4358534360416
동신,71.94,9,1983,광운로2나길 30,6.63925602594713,40,2023-09-22,0.0,127.060726394761,37.6161515398139
뉴파크플러스,71.51,5,2006,올림픽로32길 57-6,6.777076556933726,17,2023-09-22,0.8666666666666667,127.112972537885,37.5125228042458
e편한세상서울대입구1단지,114.88,13,2019,청룡10길 45,7.167813479627682,4,2023-09-22,1.0,126.943055742779,37.4772309328484
동원베네스트,105.0526,2,2012,홍은중앙로1길 65,6.610002928568008,11,2023-09-23,1.0,126.944456625497,37.5984834346677
DMCSKVIEW,59.9865,23,2023,수색로 216,7.51411610786875,0,2023-09-23,1.0,126.899932768477,37.5798457128547
경보그레이스힐,93.09,9,2002,풍성로53길 40,6.8050053106970525,21,2023-09-23,0.8422064766172814,127.135385681914,37.5311316950152
타워팰리스2,114.65,5,2003,언주로30길 57,7.9604081076028885,20,2023-09-23,0.6666666666666667,127.053964659634,37.4894573055974
신원아침도시,120.215,6,2004,효령로34길 39,6.572820768907102,19,2023-09-23,0.7333333333333334,127.000352180656,37.4800842752111
동은,54.27,6,2004,상암로49길 12-8,6.691131793008368,19,2023-09-23,0.7333333333333334,127.145396696895,37.5469320635193
태릉해링턴플레이스,49.98,6,2022,공릉로34길 86,7.134493801214206,1,2023-09-23,1.0,127.081597642805,37.6257613188734
(779-2),35.63,1,1995,디지털로27라길 67,6.107156021604173,28,2023-09-23,0.1547952063258241,126.889849188089,37.4874188555422
아크로비스타,172.94,23,2004,서초중앙로 188,7.668313571088123,19,2023-09-23,0.9478195835977573,127.013538045649,37.4973504144781
성원상떼빌,108.65,3,2006,송파대로28길 27,6.837216278266347,17,2023-09-23,1.0,127.120132764747,37.4948121610825
래미안원베일리,74.92,10,2023,반포대로 333,8.365885946950657,0,2023-09-24,1.0,126.995904034712,37.5077735030051
호동,80.98,5,2003,동일로40길 34,6.624426932551433,20,2023-09-24,0.6666666666666667,127.070908622492,37.5512375036923
래미안강남힐즈,101.54,2,2014,자곡로 101,7.507658294541214,9,2023-09-24,1.0,127.09580546288,37.4726550843713
다우탑스빌라트,159.75,4,1997,서초중앙로31길 14-10,6.216171820398374,26,2023-09-25,0.2666666666666666,127.010835064138,37.5004195207412
래미안원베일리,84.93,18,2023,반포대로 333,8.442278800488152,0,2023-09-25,1.0,126.995904034712,37.5077735030051
북한산현대힐스테이트3차아파트,59.96,11,2010,불광로 122-10,7.104537046896131,13,2023-09-25,1.0,126.93418080291,37.6182703657052
남광아파트,50.88,2,2017,곰달래로18길 3,6.345581189936745,6,2023-09-25,1.0,126.841501809068,37.5299920040428
한림리첸빌102동,84.42,6,2005,양천로 132,6.38397394405593,18,2023-09-25,0.8,126.818459368372,37.5731269525889
염창3우성,84.93,10,1993,공항대로63길 14,6.882355952581433,30,2023-09-25,0.0,126.866977818726,37.5508950056571
펜트힐캐스케이드,43.01,8,2023,언주로 720,7.668111209235533,0,2023-09-25,1.0,127.035895495721,37.5180738951162
동대문더퍼스트데시앙,84.9771,5,2019,장한로27가길 37,7.019250362154937,4,2023-09-25,1.0,127.070885574157,37.5750495880554
롯데캐슬엠파이어,108.18,4,2005,의사당대로 127,7.4388945301478415,18,2023-09-25,1.0,126.926406742546,37.5202405439146
동남2,69.06,6,2002,양재대로91나길 94,6.69813127775544,21,2023-09-25,0.6000000000000001,127.130601569266,37.5247602462243
근상프리즘,78.88,14,2007,구일로 168,6.591612516491062,16,2023-09-25,1.0,126.875422892324,37.4983549992935
신사동닛시빌라트,133.5,2,2002,압구정로42길 46,7.110466791479141,21,2023-09-26,0.6965784284662088,127.034362660559,37.5259926331637
사당롯데캐슬골든포레,84.984,10,2021,사당로 90,7.210224403867675,2,2023-09-26,1.0,126.962447793145,37.4923356236
상진지오벨리,68.22,2,2010,등촌로13다길 29,6.427437723033603,13,2023-09-26,1.0,126.859683267959,37.5349938436982
래미안서초유니빌,34.052,12,2003,서초중앙로 26,7.043428157089973,20,2023-09-26,0.9357849740192015,127.016991752076,37.4846872089607
공작,91.97,2,1976,여의대로6길 17,7.887551052612258,47,2023-09-26,0.0,126.929608657829,37.5270507395108
리버힐에이동,136.9,5,2000,서빙고로75가길 31,7.832048963719093,23,2023-09-26,0.46666666666666656,126.996211353184,37.5229986750097
해가든,94.89,8,2010,서달로 150,7.134160446107999,13,2023-09-26,1.0,126.962183786625,37.5066265781961
리첸시아,111.03,31,2003,여의동로 213,7.636034152839158,20,2023-09-26,0.7739760316291208,126.939629550245,37.5185953328631
두산위브,26.8,11,2004,송파대로30길 16,6.481554272394795,19,2023-09-27,0.7333333333333334,127.119131071387,37.4945889149409
성원2,84.96,9,1999,망원로4길 8,6.942911535966715,24,2023-09-27,0.6643856189774723,126.90161321405,37.556301773818
서초중흥S-클래스(도시형생활주택),25.82,7,2013,효령로52길 63,6.747648346921957,10,2023-09-27,1.0,127.013406525558,37.4815246791261
서초교대e편한세상,84.68,9,2010,서초중앙로24길 33,7.922057909824424,13,2023-09-27,1.0,127.017054758494,37.4957534654582
자성,81.24,1,2004,중앙로39길 24-14,6.758842784319312,19,2023-09-27,0.7333333333333334,126.849841065628,37.5199559238591
잠실월드메르디앙,82.01,4,2005,올림픽로 74,7.435388021064509,18,2023-09-27,0.9287712379549449,127.07883210332,37.511340114419
부림베스트빌,57.47,4,2001,증가로8길 88,6.114588744483969,22,2023-09-27,0.6191808253032967,126.927799245139,37.5799617315587
정원,60.96,2,2002,월정로24길 22,6.036215819768127,21,2023-10-02,0.6000000000000001,126.839154190281,37.5309739840319
세모하이츠(A),70.05,6,2003,봉우재로28길 18,6.3962156244824895,20,2023-10-02,0.6666666666666667,127.084990341612,37.5918925411042
현대(2-4차),134.98,10,1985,오금로35길 17,7.3009460262149135,38,2023-10-03,0.0,127.127363436377,37.5063971034072
호성파크1,33.21,6,2002,화곡로3가길 11,6.007593929037865,21,2023-10-04,0.6000000000000001,126.828755269243,37.5417122519771
대치푸르지오써밋,59.9845,8,2023,삼성로72길 12,8.229769485671593,0,2023-10-04,1.0,127.060593049193,37.5022048675635
LIG5차,59.88,6,1995,신림로3가길 45-10,6.727435724858855,28,2023-10-04,0.19999999999999996,126.941830246958,37.4681564425752
대영무지개1,57.84,-1,1991,거마로9길 37,6.320487151815256,32,2023-10-05,0.0,127.142206311562,37.4979702760385
광남캐스빌(435-7),84.7,9,2003,성안로 21,6.772704770528298,20,2023-10-05,0.6666666666666667,127.129500205168,37.5258302271473
현대빌라트,181.81,3,1996,압구정로29길 49,8.197032928271426,27,2023-10-05,0.28073549220576033,127.027308336345,37.5304773192153
현대한강빌라,134.76,9,1992,도산대로85길 56,7.917762866082055,31,2023-10-05,0.0,127.050258887695,37.5280778934736
아크로리버파크,234.8,32,2016,신반포로15길 19,8.452086649814657,7,2023-10-06,1.0,126.992673104135,37.5062519997568
우림루미아트,84.9463,2,2003,월드컵로31길 77,6.714231228894475,20,2023-10-06,0.9357849740192015,126.901081152787,37.5597471018167
목동신시가지12,49.14,1,1988,목동동로 50,7.667042262046627,35,2023-10-06,0.0,126.860291121004,37.5120947920338
라온유,84.99,1,2008,정릉로 307,6.782709790007913,15,2023-10-06,1.0,127.017866208389,37.6032285064084
거여1단지,58.99,12,1997,양산로8길 8,7.249227948763751,26,2023-10-06,0.2666666666666666,127.144566964221,37.4909161360666
자양현대5,84.96,12,1998,뚝섬로54길 74,7.321503625823783,25,2023-10-06,0.38698801581456027,127.078421195155,37.5285339551569
칠성(3),73.74,1,2003,시흥대로2길 8-31,6.332903313412792,20,2023-10-06,0.7739760316291208,126.90521173772,37.4344200706203
신구하이텍빌리지,206.23,10,1996,방배천로 118,6.729160464637596,27,2023-10-06,0.28073549220576033,126.984427770441,37.4864555433162
구현대,91.14,3,1981,정릉로44길 7,7.29632771968822,42,2023-10-06,0.0,127.024800664049,37.6014275245144
포레스트힐시티,14.1832,13,2017,대학로 33,6.901871910764226,6,2023-10-06,1.0,127.001867937909,37.5740452531084
DMC아트포레자이,59.9,7,2023,은평터널로 27,7.298871973682225,0,2023-10-06,1.0,126.897053085386,37.5850745829803
이지마루오장,14.49,8,2018,마른내로 126-1,6.799245880111083,5,2023-10-07,1.0,127.00195688803,37.5643884715851
강촌,84.85,13,1998,이촌로87길 13,7.744984946532419,25,2023-10-07,0.6167399530235153,126.97767689971,37.5189926593969
한성,94.27,2,2003,반포대로21길 46,7.0575168228306335,20,2023-10-07,0.8616541669070521,127.007862523869,37.4867496761928
포레나노원,84.9728,15,2020,노원로38길 76,7.21901426480911,3,2023-10-07,1.0,127.061972684908,37.6648844221816
힐데스하임천호아파트,59.9777,8,2022,올림픽로78길 30,7.2911192669900835,1,2023-10-07,1.0,127.125945801199,37.5419661223346
마젤란21,59.923,9,2007,겸재로30길 42,7.019387493661763,16,2023-10-07,1.0,127.084138509042,37.5871522206426
신반포중앙하이츠,53.31,5,2021,신반포로23길 78-10,7.6590191668598075,2,2023-10-07,1.0,127.005491571393,37.5115244188238
퀸스리버빌,200.55,6,1999,이촌로46길 26,7.112023222698438,24,2023-10-07,0.4643856189774723,126.965454866694,37.5205861143008
리더스,31.24,8,2019,면목로92길 28,6.867253335672808,4,2023-10-07,1.0,127.087395464951,37.5952161643686
롯데캐슬클라시아,84.7694,10,2022,숭인로8길 80,7.373095428801,1,2023-10-08,1.0,127.027110004518,37.6094762808222
극동,80.28,7,1996,덕릉로60길 266,6.414055053164627,27,2023-10-09,0.23219280948873616,127.045940946278,37.6295489650291
시흥베르빌,58.96,10,2004,시흥대로77길 23,6.873947298935606,19,2023-10-09,1.0,126.897593557221,37.4575519359473
지오빌,84.65,7,2006,양천로67길 50-33,6.529673180949412,17,2023-10-09,0.8666666666666667,126.870107118682,37.5549899188792
고도아파트,50.82,6,2021,서오릉로 119,7.004816991825268,2,2023-10-09,1.0,126.918961668293,37.6099580168256
