단지명,전용면적(㎡),층,건축년도,도로명,면적당 단가(만원),아파트 나이,계약일자,alpha
청솔파인힐(736-0),79.37,8,2005,강서로47가길 20-35,705.5562555121583,15,2020-09-25,1.0
신동아,84.3,2,1994,신림로11길 151,521.9454329774615,26,2020-09-25,0.6783283788333784
마고정3단지센트레빌(310~322동)BL2-3,84.17,7,2009,진관2로 90,1110.847095164548,11,2020-09-25,1.0
파크하비오,84.9942,11,2016,송파대로 111,1694.2332535631842,4,2020-09-25,1.0
서초푸르지오써밋,59.62,33,2017,서운로 201,3522.307950352231,3,2020-09-25,1.0
한양,106.64,6,1986,동남로71길 19,1383.1582895723932,34,2020-09-25,0.0
해태,59.91,12,1999,월정로 21,417.29260557502926,21,2020-09-25,1.0
신반포자이,84.97,14,2018,잠원로 60,3177.5920913263503,2,2020-09-25,1.0
아스테리움용산,191.11,27,2012,한강대로30길 25,1883.7318821621054,8,2020-09-25,1.0
SKVIEW,84.96,7,2006,경인로 638,1059.322033898305,14,2020-09-25,1.0
우성4,126.46,6,1985,언주로 117,2202.2773999683695,35,2020-09-25,0.0
힐스테이트신촌,59.8404,9,2020,이화여대8길 123,2139.023134872093,0,2020-09-25,1.0
신도금잔디,59.62,6,1998,국회대로7길 91,570.2784300570279,22,2020-09-25,0.5333333333333334
한보미도맨션2,126.33,11,1985,삼성로 150,2453.89060397372,35,2020-09-25,0.0
대동황토빌라트,138.42,3,1999,동일로230길 26,432.74093339112846,21,2020-09-25,1.0
현대그린1,84.72,9,2006,논현로51길 25,2053.824362606232,14,2020-09-25,1.0
장안힐스테이트,84.897,14,2007,장안벚꽃로1길 7,1142.5609856649821,13,2020-09-25,1.0
한보미도맨션1,84.48,6,1983,삼성로 150,2959.280303030303,37,2020-09-25,0.0
하나세인스톤3차,19.99,14,2011,공원로6길 16-22,697.8489244622311,9,2020-09-25,1.0
서리풀e편한세상,59.94,15,2010,효령로33길 50,2919.5862529195865,10,2020-09-25,1.0
포레나노원,59.94,10,2020,노원로38길 76,1568.234901568235,0,2020-09-25,1.0
창동주공3단지(해등마을),44.89,5,1990,해등로 50,1269.7705502339052,30,2020-09-25,0.0
역삼동칼라,57.25,5,2002,논현로101길 6,855.8951965065502,18,2020-09-25,0.8
용암한신,72.66,8,1982,신흥로2길 58,1004.6793283787504,38,2020-09-25,0.0
송파파인타운4단지,84.95,3,2008,새말로12길 16,1471.4537963507946,12,2020-09-25,1.0
하이캐슬,85.0,5,2004,성현로 14,647.0588235294117,16,2020-09-25,1.0
주함해븐아파트,71.01,2,2008,왕산로7길 31,521.0533727643993,12,2020-09-25,1.0
시범,118.12,6,1971,63로 45,1650.8635286149677,49,2020-09-25,0.0
여의도더리브스타일,30.2696,18,2020,경인로 900,1486.6400613156434,0,2020-09-25,1.0
한가람,59.88,11,1998,이촌로 201,2505.0100200400802,22,2020-09-25,1.0
아크로비스타,205.07,19,2004,서초중앙로 188,1458.0387184863705,16,2020-09-25,1.0
광진동양파라곤1단지,127.56,11,2008,광나루로 361,736.9081216682346,12,2020-09-25,1.0
탑건위너스빌,84.98,2,2002,곰달래로1길 63,431.86632148740875,18,2020-09-25,1.0
청솔,84.3102,7,2003,강서로41길 20,642.8640899914839,17,2020-09-25,1.0
숭인상가,93.6,6,1979,청계천로 391,587.6068376068376,41,2020-09-25,0.0
이튼타워리버1차,84.59,18,2006,능동로 68,1536.824683768767,14,2020-09-25,1.0
DMC아이파크,114.94,4,2009,거북골로14길 32,970.0713415695145,11,2020-09-25,1.0
(792-86),47.5,5,1996,디지털로27라길 29-14,294.7368421052632,24,2020-09-25,0.7614709844115206
신반포10,76.32,8,1981,나루터로4길 39,2948.11320754717,39,2020-09-26,0.0
라온미브아파트,43.7,7,2017,남부순환로 385,537.7574370709382,3,2020-09-26,1.0
래미안아름숲,59.9,4,2012,전농로16길 51,1335.559265442404,8,2020-09-26,1.0
성원1,134.78,14,1996,덕릉로71길 5,760.498590295296,24,2020-09-26,0.8174925682500677
백련산힐스테이트3차,59.87,10,2011,백련산로 36,1344.5799231668616,9,2020-09-26,1.0
벽산,84.94,20,1996,무학로 50,1192.6065457970333,24,2020-09-26,1.0
한신2차,58.46,15,1988,한글비석로48길 6,598.6999657885734,32,2020-09-26,0.0
두산,79.08,10,1994,동호로 100,1365.7056145675265,26,2020-09-26,0.8634311241288528
삼두,43.65,3,1987,여의대방로61길 19,1030.9278350515465,33,2020-09-26,0.0
상계주공11(고층),68.86,6,1988,동일로227길 85,1052.8608771420272,32,2020-09-26,0.0
한화꿈에그린2차,83.7,6,2006,봉은사로21길 19,1577.0609318996414,14,2020-09-26,1.0
중앙하이츠,84.99,8,1998,구천면로41길 79,917.7550300035299,22,2020-09-26,1.0
테헤란로대우아이빌(891-6),33.11,19,2004,테헤란로 428,1147.6895197825431,16,2020-09-26,1.0
우성,84.96,4,1992,화곡로68길 103,822.7401129943504,28,2020-09-26,0.28812853965915747
현대아이파크,101.4007,5,2002,중랑천로 286,768.2392725099531,18,2020-09-26,1.0
신도,84.89,7,1998,공릉로13길 30,706.7970314524679,22,2020-09-26,1.0
청백3,39.84,10,1998,월계로45가길 89,677.710843373494,22,2020-09-26,1.0
마곡보타닉경남아너스빌,59.7672,8,2005,양천로26길 38,1012.2609056472446,15,2020-09-26,1.0
현대아파트1동~3동,84.96,5,1994,도곡로18길 35,1989.1713747645952,26,2020-09-26,0.7600586290854787
현대연예인,74.66,15,1989,구일로4길 46,830.4312885079025,31,2020-09-26,0.0
고덕그라시움,59.052,23,2019,고덕로 333,2032.10729526519,1,2020-09-26,1.0
불광롯데캐슬,59.99,8,2018,불광로 64,1400.2333722287046,2,2020-09-26,1.0
동우,49.62,1,1975,솔샘로5길 60,320.43530834340993,45,2020-09-26,0.0
럭키남서울아파트,49.79,5,1981,시흥대로47길 43,1160.8756778469572,39,2020-09-26,0.0
우장산한화꿈에그린,84.98,1,2004,우장산로 103,835.490703694987,16,2020-09-26,1.0
유원,54.54,3,1987,홍은중앙로1길 33,696.7363403006967,33,2020-09-26,0.0
래미안당산1차,59.97,16,1995,당산로54길 11,1492.4128731032183,25,2020-09-26,0.9153088493882789
신반포18(49-17),50.64,8,1983,잠원로 195,3376.777251184834,37,2020-09-26,0.0
공항동부센트레빌,118.21,11,2009,남부순환로 11,664.0724135013959,11,2020-09-26,1.0
로즈빌A,76.04,6,2004,임정로25길 21,854.8132561809573,16,2020-09-26,0.9333333333333333
롯데캐슬퍼스트,160.63,8,2008,고덕로 131,1011.6416609599702,12,2020-09-26,1.0
이문삼성래미안아파트,84.954,6,2001,천장산로11길 22,935.8005508863621,19,2020-09-26,1.0
수영힐(나동),72.22,5,2005,고척로 95-6,389.0888950429244,15,2020-09-26,1.0
관악산휴먼시아1단지,59.99,16,2008,난곡로 30,1066.844474079013,12,2020-09-26,1.0
온수힐스테이트,59.98,8,2010,부일로9길 127,1050.3501167055686,10,2020-09-26,1.0
우남(저층),82.13,5,1984,화랑로43길 34,1010.5929623767199,36,2020-09-26,0.0
당산계룡리슈빌2단지,46.203,5,2014,양산로25길 8,1515.0531350778087,6,2020-09-26,1.0
백광,111.94,5,2004,연희로16길 4,533.3214221904592,16,2020-09-26,0.9333333333333333
상계주공2(저층),84.41,5,1987,동일로215길 23,829.2856296647317,33,2020-09-26,0.0
삼호가든맨션(5차),153.54,5,1986,서초중앙로 242,1856.1938257131692,34,2020-09-26,0.0
구로두산,63.33,15,1998,도림로 59,978.9988946786673,22,2020-09-26,1.0
현대2,84.96,3,1995,송파대로16길 12,1000.4708097928437,25,2020-09-26,0.6167399530235153
대림e-편한세상,96.14,7,2003,양천로6길 57,731.2252964426877,17,2020-09-26,0.8666666666666667
광화문스페이스본(101동~105동),108.55,1,2008,사직로8길 4,1262.0912022109628,12,2020-09-26,1.0
삼환나띠르빌(1002-22),92.93,3,2003,명달로 33,1285.9141289142365,17,2020-09-26,1.0
삼원하이츠11차,56.47,6,2010,승방1길 46,672.9236762882947,10,2020-09-26,1.0
용두두산위브,59.99,5,2009,정릉천동로 16,1475.2458743123852,11,2020-09-26,1.0
현대5,59.67,4,1989,아차산로70길 61,1949.0531255237138,31,2020-09-26,0.0
포스코더샵,132.735,10,2007,장승배기로4길 9,1122.5373865220174,13,2020-09-26,1.0
용산파크타워(24-0),123.42,33,2009,서빙고로 67,1814.9408523740074,11,2020-09-26,1.0
브라운스톤관악,59.67,11,2005,관악로 263,1223.3953410423999,15,2020-09-26,1.0
서초동아이파크,164.74,3,2003,효령로68길 33,1177.6132086924852,17,2020-09-26,0.8666666666666667
나눔스타빌,84.99,2,2003,연희로39길 9,388.2809742322626,17,2020-09-26,1.0
한신1,84.51,2,1993,송파대로 220,1277.9552715654952,27,2020-09-26,0.47548875021634673
한진해모로,84.96,7,2001,왕십리로39길 30,1053.436911487759,19,2020-09-26,1.0
등촌6차보람,61.908,8,2005,화곡로66길 174,901.3374685016475,15,2020-09-26,1.0
현대파크빌,153.259,12,1999,공원로 41,414.3312953888516,21,2020-09-26,0.6965784284662088
영창하모니A,83.99,2,2003,덕릉로59자길 5,333.37302059769024,17,2020-09-26,1.0
현대2,81.2,6,1986,국회대로29길 5,1231.527093596059,34,2020-09-26,0.0
우솔마을서초리슈빌S아파트,21.5893,4,2014,양재대로2길 100-11,1019.0233124742349,6,2020-09-26,1.0
동양1차,43.59,9,2000,망우로 135,1032.346868547832,20,2020-09-26,1.0
강남자곡아이파크,59.96,6,2014,자곡로 175,2084.7231487658437,6,2020-09-27,1.0
만민라이프(B동),84.87,7,2004,역말로 28,468.9525156121126,16,2020-09-27,1.0
개나리SK뷰,84.99,22,2012,역삼로 315-1,3141.5460642428525,8,2020-09-27,1.0
강서한강자이,84.997,15,2013,양천로55길 55,1411.814534630634,7,2020-09-27,1.0
홍은동아더프라임,59.8736,13,2014,통일로 530,1077.2694476363538,6,2020-09-27,1.0
두산2,134.2,11,1995,면목로37길 58,637.1087928464979,25,2020-09-27,0.7834066196901818
삼성래미안,84.92,18,2001,새창로 70,1471.9736222326896,19,2020-09-27,1.0
서초트라팰리스,81.76,16,2005,효령로72길 57,1712.3287671232877,15,2020-09-27,1.0
디에이치아너힐즈,84.3558,9,2019,삼성로 11,3200.7283435163913,1,2020-09-27,1.0
서초롯데캐슬84,208.63,9,2001,사임당로17길 90,1006.5666490916934,19,2020-09-27,1.0
우성2,51.57,10,1989,뚝섬로 576,1640.4886561954625,31,2020-09-27,0.0
신정그랑프리,73.35,5,2004,중앙로23길 12,388.54805725971374,16,2020-09-27,0.9333333333333333
현대아이파크,84.9416,7,2002,중랑천로 286,906.5051753204556,18,2020-09-28,1.0
상진지오벨리,105.43,4,2009,화곡로 85,540.6430807170634,11,2020-09-28,1.0
서초더샵포레,101.78,10,2014,헌릉로8길 58,1522.8925132639026,6,2020-09-28,1.0
삼희,42.93,8,1983,고미술로 11,885.1618914511996,37,2020-09-28,0.0
회기힐스테이트,120.31,1,2011,회기로26길 15,789.6267974399468,9,2020-09-28,1.0
한신,84.87,19,1998,성북로4길 52,1030.9885707552728,22,2020-09-28,1.0
용민홈타워빌,81.92,7,2003,지양로 25,400.390625,17,2020-09-28,1.0
동아,89.45,8,1988,노해로70길 12,925.6567915036333,32,2020-09-28,0.0
삼성다빈치(917-14),14.35,11,2015,강서로7길 70,836.2369337979094,5,2020-09-28,1.0
서울숲한양현대,84.81,5,1999,상원1길 17,1344.1811107180756,21,2020-09-28,1.0
일신건영휴먼빌아파트,59.52,5,2005,아리랑로 89,945.9005376344086,15,2020-09-28,1.0
대림역포스큐,14.579,17,2015,공원로 11,788.8058165854997,5,2020-09-28,1.0
예승,78.6,7,2002,갈현로12길 7,351.14503816793894,18,2020-09-28,0.8
선데일,252.48,6,2006,동광로27길 67,1703.1051964512042,14,2020-09-28,1.0
대우아이빌멤버스(891-26),35.796,6,2003,삼성로85길 42,1005.6989607777406,17,2020-09-28,1.0
일성빌라트,84.99,4,1996,평창문화로 119,764.7958583362749,24,2020-09-28,0.878463484555752
현대,83.63,1,1992,충정로7길 30,884.8499342341265,28,2020-09-28,0.19999999999999996
강변건영아파트,84.952,9,2002,왕십리로 36,2001.1300499105378,18,2020-09-28,1.0
신동아,84.81,2,1996,독서당로 375,1035.2552765004127,24,2020-09-28,1.0
트라움하우스3,273.86,8,2002,명달로 97-14,1898.7803987438836,18,2020-09-28,1.0
두산위브트레지움,84.97,4,2011,삼양로27길 95,987.4073202306697,9,2020-09-28,1.0
금성타운,84.0,6,1997,양재대로121길 26,579.7619047619048,23,2020-09-28,0.46666666666666656
미도,87.57,6,1988,덕릉로 459-18,787.94107571086,32,2020-09-28,0.0
현대3차,59.83,7,1997,도신로 31,1362.1928798261742,23,2020-09-28,1.0
다성이즈빌(346-10),84.14,4,2004,양재대로130길 13,742.8096030425481,16,2020-09-28,0.9333333333333333
유원아파트,84.3,6,1997,상암로12길 24,965.5990510083037,23,2020-09-28,0.9333333333333331
목동효성,111.33,8,2003,목동중앙북로24길 65,734.7525375011228,17,2020-09-28,1.0
서초네이처힐6단지,84.77,3,2013,태봉로2길 30,1734.1040462427748,7,2020-09-28,1.0
상림마을7단지아이파크(702~705동)BL1-4,134.91,5,2008,진관4로 77,702.6906826773404,12,2020-09-28,1.0
동아그린,43.02,18,1999,이촌로 100-8,1945.6066945606692,21,2020-09-28,1.0
주공1,73.08,2,1986,구일로4길 65,1067.3234811165846,34,2020-09-28,0.0
미영리치타운,84.71,9,2007,망우로 223-8,743.7138472435369,13,2020-09-28,1.0
잠실엘스,84.8,5,2008,올림픽로 99,2535.377358490566,12,2020-09-28,1.0
상계주공1(고층),59.2,11,1988,덕릉로 459-21,983.108108108108,32,2020-09-28,0.0
태승훼미리아파트5차,61.14,5,2010,강서로45길 49-4,1030.4219823356232,10,2020-09-28,1.0
강성레스트빌아파트,84.762,9,2005,강서로45라길 52,743.2575918454024,15,2020-09-28,1.0
아이파크,59.82,5,2002,목동동로 180,1738.5489802741558,18,2020-09-28,1.0
현대휴앤미(102동),77.71,5,2007,봉화산로27가길 19,514.734268433921,13,2020-09-28,1.0
우성(1058),84.38,4,1995,구일로8길 31,817.7293197440152,25,2020-09-28,0.8178150992680863
(807-23),39.81,5,1997,구로동로 82-13,256.2170308967596,23,2020-09-28,0.9116078056419875
점보,217.36,10,1974,이촌로88길 3,897.1291866028707,46,2020-09-28,0.0
동성아파트(1동),57.96,3,1999,동숭4라길 29,427.01863354037266,21,2020-09-28,0.9000000000000001
태영,59.97,3,1998,양천로 590,1042.1877605469401,22,2020-09-28,1.0
쌍용스윗닷홈거여역1차,105.2,11,2006,오금로62길 10,1036.1216730038022,14,2020-09-28,1.0
중명하니빌,30.58,5,1997,남부순환로365길 5,1062.786134728581,23,2020-09-28,0.6031579168349362
아이펠리스,111.78,3,2004,남부순환로248길 78,536.7686527106816,16,2020-09-29,1.0
마고정3단지센트레빌(310~322동)BL2-3,59.37,2,2009,진관2로 90,1174.835775644265,11,2020-09-29,1.0
새롬트윈스아파트(A동),75.51,3,2003,상암로 154-1,595.9475566150178,17,2020-09-29,0.8666666666666667
흑석동양아파트,84.985,6,2003,서달로1길 17,1147.2612814026004,17,2020-09-29,1.0
쌍용스윗닷홈2차,104.14,13,2006,오금로 512,917.0347608987901,14,2020-09-29,1.0
LIG대학마을(건영아파트3차),58.9,5,1996,신림로3길 40,1018.6757215619695,24,2020-09-29,1.0
(807-21),55.68,2,1998,구로동로 82-9,285.5603448275862,22,2020-09-29,0.5333333333333334
두산위브,25.05,7,2004,송파대로30길 16,718.562874251497,16,2020-09-29,1.0
엘림,81.35,2,2002,월드컵북로7길 40,688.3835279655809,18,2020-09-29,1.0
장안위더스빌,84.85,11,2011,한천로 42,789.628756629346,9,2020-09-29,1.0
현대비젼21,34.995,22,1999,언주로30길 10,1128.7326760965852,21,2020-09-29,1.0
개포우성3차,104.43,14,1984,개포로 307,2010.9164033323757,36,2020-09-29,0.0
갑을아파트,53.33,13,1997,평창문화로 19,600.0375023438966,23,2020-09-29,0.7751165554737177
리시본하우스,59.455,6,2020,남부순환로356길 88,1496.930451602052,0,2020-09-29,1.0
반포써밋,106.5162,6,2018,고무래로 89,2966.6848798586507,2,2020-09-29,1.0
중명,84.58,2,1999,강동대로51길 75,585.2447387089146,21,2020-09-29,0.9000000000000001
삼우아파트,76.85,4,2005,화곡로18길 44-27,468.4450227716331,15,2020-09-29,1.0
고덕 아이파크,115.45,4,2011,동남로79길 26,1468.1680381117367,9,2020-09-29,1.0
래미안아름숲,114.92,7,2012,전농로16길 51,1080.7518273581622,8,2020-09-29,1.0
신도신월1차,84.85,4,2004,신월로20길 33,848.5562757807896,16,2020-09-29,1.0
아이파크,195.388,7,2004,영동대로 640,2814.911867668434,16,2020-09-29,1.0
현대,84.92,1,1997,오금로32길 42,1071.596796985398,23,2020-09-29,0.7751165554737177
다성이즈빌(349-1),16.88,7,2012,천중로 200,770.1421800947868,8,2020-09-29,1.0
한일유앤아이,59.877,3,2005,노원로28길 62,1018.7551146517026,15,2020-09-29,1.0
우정,59.89,2,1999,여의대방로62길 23,980.9651026882618,21,2020-09-29,1.0
경남아너스빌,84.93,21,1998,양산로 177,1142.1170375603438,22,2020-09-29,1.0
삼익대청아파트,51.12,10,1992,개포로109길 21,2660.4068857589987,28,2020-09-29,0.455526000944316
미광,75.6,5,1995,은행정로 98,601.8518518518518,25,2020-09-29,0.33333333333333326
대동아파트,59.75,3,2017,매봉로4가길 13,627.6150627615062,3,2020-09-29,1.0
네오빌,98.58,4,2004,장한로22길 44-22,446.33799959423817,16,2020-09-29,0.9333333333333333
길성그랑프리텔,59.84,4,2005,우장산로 82,785.427807486631,15,2020-09-29,1.0
솔렌시아,84.06,5,2003,마천로 234,487.7468474898882,17,2020-09-30,1.0
덕현해밀(102동),58.14,8,2013,남부순환로35길 16,596.8352253181974,7,2020-09-30,1.0
신안약수,84.56,9,1986,중앙로29길 55,826.6319772942289,34,2020-09-30,0.0
관악산대창센시티2차,84.97,1,2008,남부순환로260길 119,800.2824526303401,12,2020-09-30,1.0
동성1,84.98,2,1993,신내로 128,729.5834313956225,27,2020-09-30,0.6044394119358452
거여4단지,59.73,8,1997,양산로4길 8,1423.0704838439647,23,2020-09-30,1.0
청포도아파트,84.87,4,2000,목동중앙본로5길 23,441.8522446094026,20,2020-09-30,0.6666666666666667
프라임하우스(916-9),34.32,6,2013,월정로20길 82,582.7505827505828,7,2020-09-30,1.0
경희궁의아침3단지,150.48,7,2004,사직로8길 34,1096.4912280701756,16,2020-09-30,1.0
여의도의아침,12.38,7,2012,경인로114길 12,1090.4684975767366,8,2020-10-01,1.0
라이프,59.04,15,1996,문성로 86,762.1951219512196,24,2020-10-02,1.0
항동중흥에스클래스베르데카운티,84.9416,20,2019,연동로 233,997.155692852501,1,2020-10-03,1.0
숭인상가,80.85,7,1979,청계천로 391,562.7705627705628,41,2020-10-03,0.0
여의도씨티아이,13.87,13,2013,경인로 882,973.323720259553,7,2020-10-03,1.0
상계주공10(고층),45.9,13,1988,노원로 564,1023.9651416122005,32,2020-10-03,0.0
(739-19),35.19,1,1995,구로동로20길 28-3,227.33731173628874,25,2020-10-03,0.33333333333333326
(739-19),38.07,1,1995,구로동로20길 28-3,236.4066193853428,25,2020-10-03,0.33333333333333326
풍림2,66.69,13,1990,세검정로1길 35,967.161493477283,30,2020-10-04,0.0
헤브론,79.49,2,2003,국회대로 244,352.2455654799346,17,2020-10-04,0.8666666666666667
(752-10),25.53,5,1996,구로동로22길 70-9,285.9381120250685,24,2020-10-04,0.6918863237274593
삼호한숲,84.87,10,1998,방배로3길 10-3,1681.3950748203133,22,2020-10-04,0.9225150983032795
전농동신성미소지움,80.325,1,2005,서울시립대로 75,1182.6953003423591,15,2020-10-04,1.0
답십리청솔우성,59.89,5,2000,전농로10길 20,1147.1030222073803,20,2020-10-04,1.0
송암,66.33,2,2004,광운로3길 20-5,575.908337102367,16,2020-10-04,0.9333333333333333
토성현대,49.14,8,1986,풍성로14길 19,1200.6512006512007,34,2020-10-04,0.0
문래베어스타운,84.9,1,1997,선유서로 40,959.9528857479387,23,2020-10-05,1.0
동부센트레빌,121.74,12,2005,선릉로 206,2874.979464432397,15,2020-10-05,1.0
안암,62.51,3,1969,안암로9가길 9-16,319.9488081906895,51,2020-10-05,0.0
