"행정구역(시군구)별",2020.07,2020.07,2020.07,2020.08,2020.08,2020.08,2020.09,2020.09,2020.09,2020.10,2020.10,2020.10,2020.11,2020.11,2020.11,2020.12,2020.12,2020.12,2021.01,2021.01,2021.01,2021.02,2021.02,2021.02,2021.03,2021.03,2021.03,2021.04,2021.04,2021.04,2021.05,2021.05,2021.05,2021.06,2021.06,2021.06,2021.07,2021.07,2021.07,2021.08,2021.08,2021.08,2021.09,2021.09,2021.09,2021.10,2021.10,2021.10,2021.11,2021.11,2021.11,2021.12,2021.12,2021.12,2022.01,2022.01,2022.01,2022.02,2022.02,2022.02,2022.03,2022.03,2022.03,2022.04,2022.04,2022.04,2022.05,2022.05,2022.05,2022.06,2022.06,2022.06,2022.07,2022.07,2022.07,2022.08,2022.08,2022.08,2022.09,2022.09,2022.09,2022.10,2022.10,2022.10,2022.11,2022.11,2022.11,2022.12,2022.12,2022.12,2023.01,2023.01,2023.01,2023.02,2023.02,2023.02,2023.03,2023.03,2023.03,2023.04,2023.04,2023.04,2023.05,2023.05,2023.05,2023.06,2023.06,2023.06,2023.07,2023.07,2023.07,2023.08,2023.08,2023.08,2023.09,2023.09,2023.09,2023.10,2023.10,2023.10,2023.11,2023.11,2023.11,2023.12,2023.12,2023.12,2024.01,2024.01,2024.01,2024.02,2024.02,2024.02,2024.03,2024.03,2024.03,2024.04,2024.04,2024.04,2024.05,2024.05,2024.05,2024.06,2024.06,2024.06,2024.07,2024.07,2024.07,2024.08,2024.08,2024.08,2024.09,2024.09,2024.09,2024.10,2024.10,2024.10,2024.11,2024.11,2024.11,2024.12,2024.12,2024.12,2025.01,2025.01,2025.01,2025.02,2025.02,2025.02,2025.03,2025.03,2025.03,2025.04,2025.04,2025.04,2025.05,2025.05,2025.05,2025.06,2025.06,2025.06
"행정구역(시군구)별",총인구수 (명),남자인구수 (명),여자인구수 (명),총인구수 (명),남자인구수 (명),여자인구수 (명),총인구수 (명),남자인구수 (명),여자인구수 (명),총인구수 (명),남자인구수 (명),여자인구수 (명),총인구수 (명),남자인구수 (명),여자인구수 (명),총인구수 (명),남자인구수 (명),여자인구수 (명),총인구수 (명),남자인구수 (명),여자인구수 (명),총인구수 (명),남자인구수 (명),여자인구수 (명),총인구수 (명),남자인구수 (명),여자인구수 (명),총인구수 (명),남자인구수 (명),여자인구수 (명),총인구수 (명),남자인구수 (명),여자인구수 (명),총인구수 (명),남자인구수 (명),여자인구수 (명),총인구수 (명),남자인구수 (명),여자인구수 (명),총인구수 (명),남자인구수 (명),여자인구수 (명),총인구수 (명),남자인구수 (명),여자인구수 (명),총인구수 (명),남자인구수 (명),여자인구수 (명),총인구수 (명),남자인구수 (명),여자인구수 (명),총인구수 (명),남자인구수 (명),여자인구수 (명),총인구수 (명),남자인구수 (명),여자인구수 (명),총인구수 (명),남자인구수 (명),여자인구수 (명),총인구수 (명),남자인구수 (명),여자인구수 (명),총인구수 (명),남자인구수 (명),여자인구수 (명),총인구수 (명),남자인구수 (명),여자인구수 (명),총인구수 (명),남자인구수 (명),여자인구수 (명),총인구수 (명),남자인구수 (명),여자인구수 (명),총인구수 (명),남자인구수 (명),여자인구수 (명),총인구수 (명),남자인구수 (명),여자인구수 (명),총인구수 (명),남자인구수 (명),여자인구수 (명),총인구수 (명),남자인구수 (명),여자인구수 (명),총인구수 (명),남자인구수 (명),여자인구수 (명),총인구수 (명),남자인구수 (명),여자인구수 (명),총인구수 (명),남자인구수 (명),여자인구수 (명),총인구수 (명),남자인구수 (명),여자인구수 (명),총인구수 (명),남자인구수 (명),여자인구수 (명),총인구수 (명),남자인구수 (명),여자인구수 (명),총인구수 (명),남자인구수 (명),여자인구수 (명),총인구수 (명),남자인구수 (명),여자인구수 (명),총인구수 (명),남자인구수 (명),여자인구수 (명),총인구수 (명),남자인구수 (명),여자인구수 (명),총인구수 (명),남자인구수 (명),여자인구수 (명),총인구수 (명),남자인구수 (명),여자인구수 (명),총인구수 (명),남자인구수 (명),여자인구수 (명),총인구수 (명),남자인구수 (명),여자인구수 (명),총인구수 (명),남자인구수 (명),여자인구수 (명),총인구수 (명),남자인구수 (명),여자인구수 (명),총인구수 (명),남자인구수 (명),여자인구수 (명),총인구수 (명),남자인구수 (명),여자인구수 (명),총인구수 (명),남자인구수 (명),여자인구수 (명),총인구수 (명),남자인구수 (명),여자인구수 (명),총인구수 (명),남자인구수 (명),여자인구수 (명),총인구수 (명),남자인구수 (명),여자인구수 (명),총인구수 (명),남자인구수 (명),여자인구수 (명),총인구수 (명),남자인구수 (명),여자인구수 (명),총인구수 (명),남자인구수 (명),여자인구수 (명),총인구수 (명),남자인구수 (명),여자인구수 (명),총인구수 (명),남자인구수 (명),여자인구수 (명),총인구수 (명),남자인구수 (명),여자인구수 (명),총인구수 (명),남자인구수 (명),여자인구수 (명),총인구수 (명),남자인구수 (명),여자인구수 (명),총인구수 (명),남자인구수 (명),여자인구수 (명)
"강남구",540636,258624,282012,540148,258407,281741,539235,257961,281274,540127,258461,281666,539838,258333,281505,539231,257999,281232,538536,257647,280889,537879,257231,280648,534796,255880,278916,533579,255243,278336,532296,254558,277738,531375,254139,277236,530529,253799,276730,532818,254936,277882,533359,255264,278095,533878,255473,278405,533557,255319,278238,533042,255047,277995,533173,255107,278066,533286,255159,278127,532577,254866,277711,532049,254517,277532,531744,254347,277397,531777,254333,277444,532198,254498,277700,532500,254730,277770,530103,253628,276475,529946,253570,276376,529698,253449,276249,529102,253072,276030,528899,252977,275922,529962,253498,276464,532798,254811,277987,534646,255637,279009,535744,256095,279649,537139,256737,280402,538872,257631,281241,540730,258464,282266,540957,258656,282301,541565,258897,282668,541130,258700,282430,544873,260520,284353,549154,262618,286536,553555,264695,288860,554280,265082,289198,554651,265347,289304,555932,265807,290125,556570,266101,290469,557151,266448,290703,558312,267035,291277,558508,267096,291412,558655,267129,291526,557942,266731,291211,557345,266412,290933,557115,266239,290876,557501,266430,291071,557296,266325,290971,556822,266037,290785,556506,265941,290565,556565,266021,290544
