통계표,계정항목,단위,변환,2025/08/27,2025/08/28,2025/08/29,2025/09/01,2025/09/02,2025/09/03,2025/09/04,2025/09/05,2025/09/08,2020/07,2020/08,2020/09,2020/10,2020/11,2020/12,2021/01,2021/02,2021/03,2021/04,2021/05,2021/06,2021/07,2021/08,2021/09,2021/10,2021/11,2021/12,2022/01,2022/02,2022/03,2022/04,2022/05,2022/06,2022/07,2022/08,2022/09,2022/10,2022/11,2022/12,2023/01,2023/02,2023/03,2023/04,2023/05,2023/06,2023/07,2023/08,2023/09,2023/10,2023/11,2023/12,2024/01,2024/02,2024/03,2024/04,2024/05,2024/06,2024/07,2024/08,2024/09,2024/10,2024/11,2024/12,2025/01,2025/02,2025/03,2025/04,2025/05,2025/06
"1.3.1. 한국은행 기준금리 및 여수신금리","한국은행 기준금리","연%","원자료","2.50","2.50","2.50","2.50","2.50","2.50","2.50","2.50","2.50","0.50","0.50","0.50","0.50","0.50","0.50","0.50","0.50","0.50","0.50","0.50","0.50","0.50","0.75","0.75","0.75","1.00","1.00","1.25","1.25","1.25","1.50","1.75","1.75","2.25","2.50","2.50","3.00","3.25","3.25","3.50","3.50","3.50","3.50","3.50","3.50","3.50","3.50","3.50","3.50","3.50","3.50","3.50","3.50","3.50","3.50","3.50","3.50","3.50","3.50","3.50","3.25","3.00","3.00","3.00","2.75","2.75","2.75","2.50","2.50"
