url,title,content
https://www.mk.co.kr/news/realestate/11323758,이제 좀 내리나 했더니...또 서울 집값만 뜀폭 키우는 이유가,"사진 확대19일 서울 송파구 부동산의 모습. [사진 출처 = 연합뉴스] 사진 확대 서울 아파트 매매가격이 다시금 무섭게 치솟고 있다. 전국 아파트 매매가격이 보합세를 이어가고 있는 것과 대비되는 모습이다. 22일 한국부동산원의 전국 주간 아파트 가격 동향에 따르면, 5월 셋째 주(19일 기준) 서울의 주간 아파트 매매가격은 0.13%로 전주(0.10%) 대비 상승폭이 확대됐다. 전국 주간 아파트 매매가격은 0.00%로 전주(-0.01%) 대비 보합을 유지했다. 지역별로 보면 수도권(0.02%→0.03%), 지방(-0.02%→-0.04%)도 전주와 큰 차이가 없었다. 부동산원 측은 “재건축 추진 단지 등 주요 선호 단지 위주로 매도 희망 가격이 상승하고, 상승 거래가 체결되고 있으나 일부 지역·단지에서는 매수 관망세가 지속되는 가운데 서울 전체 상승세가 지속되고 있다”고 짚었다. 토지거래허가구역 확대 지정으로 한동안 관망세를 보이던 서울 아파트 매매 시장에서 ‘똘똘한 한채’ 선호와 일부 고가 아파트의 재건축 기대감이 반영된 데 따른 것으로 풀이된다. 자치구별로 서초구(0.32%)는 반포·잠원동 위주로, 송파구(0.30%)는 잠실·신천동 재건축 추진 단지 위주로, 강남구(0.26%)는 압구정·대치동 위주로 오르며 상승세를 견인했다. 강북에서도 성동구(0.21%), 용산구(0.16%), 마포구(0.16%) 등의 상승폭이 확대된 것으로 나타났다. 일례로 강남구 개포동 ‘우성6차’ 전용면적 54㎡는 지난 14일 19억4000만원에 매매거래되며 신고가를 기록했다. 작년 10월 18억9000만원에 팔렸던 것과 비교하면 불과 7개월 사이 5000만원 가까이 오른 수준이다. 사진 확대세종시 아파트 모습. [사진 출처 = 연합뉴스] 사진 확대 수도권에서는 경기(0.00%→-0.01%)와 인천(-0.02%→0.00%)이 전주와 비슷한 수준을 유지했다. 경기에서는 과천시(0.23%) 등이 정비사업 추진 중인 별양·원문동 위주로 상승했지만, 평택시(-0.13%) 등이 하락하며 극명한 온도차가 감지됐다. 이 기간 지방에서는 대구(-0.08%→-0.10%), 대전(-0.07%→-0.07%) 등에서 하락세가 지속되며 5대 광역시가 0.06% 하락했다. 세종(0.48%→0.30%) 또한 고운·소담동 등 선호 단지 위주로 매매 수요가 이어졌지만 상승폭은 축소됐다. 전국 전세가는 0.00%로 전주(0.00%) 대비 보합을 유지했다. 반면 이 기간 서울 전세가는 0.04%로 전주(0.03%) 대비 상승폭이 확대됐다. 부동산원 측은 “일부 구축·외곽 지역에서 전세가격이 하락했으나, 역세권·신축·대단지 등에서 선호 단지 위주로 임차 수요가 꾸준하고, 상승 계약이 체결되며 서울 전체 상승세가 지속되고 있다”고 분석했다."
https://www.mk.co.kr/news/realestate/11323646,토허제도 못 말린 ‘똘똘한 한채’ 선호…강남·용산 집값 상승폭 또 올라,"부동산원 주간 아파트 가격동향서울 아파트값, 16주 연속 상승 부동산원 주간 아파트 가격동향서울 아파트값, 16주 연속 상승 사진 확대서울 서초구 반포권역 일대의 아파트. [사진출처=NH투자증권] 사진 확대 서울 강남3구(강남·서초·송파구)와 용산구 아파트값 상승폭이 계속 커지고 있다. ‘똘똘한 한 채’ 선호 현상이 갈수록 강해지며 토지거래허가구역 확대지정에도 집값이 고공행진 하는 형국이다. 22일 한국부동산원이 발표한 5월 셋째주(19일 기준) 주간 아파트 가격 동향에 따르면, 이번주 서울 아파트 매매가격은 0.13% 올랐다. 전주(0.10%) 대비 상승폭을 키우며 16주 연속 상승세를 이어갔다. 특히 강남3구의 상승세가 두드러진다. 서초구 집값 상승률은 0.32%로 전국에서 가장 높았다. 일주일 전(0.23%)보다 한층 큰 상승률을 기록하기도 했다. 이는 강남구(0.19%→0.26%), 송파구(0.22%→0.30%), 용산구(0.15%→0.16%)도 마찬가지다. 앞서 지난 3월 4개 자치구에 속한 모든 아파트가 토지거래허가구역으로 묶인 바 있다. 이후 집값 상승률이 다소 주춤하는 듯 했지만 5월 들어 상승폭이 계속 커지는 상황이다. 함영진 우리은행 부동산리서치랩장은 “매물이 많지 않은 상황에서 똘똘한 한 채 기조가 커지며 호가가 꺾이지 않고 있다”며 “신규 공급이 부족한 것도 영향”이라고 분석했다. 사진 확대[사진출처=한국부동산원] 사진 확대 강남3구와 용산구 인접지역인 성동구(0.21%), 강동구(0.19%), 마포구(0.16%), 동작구(0.13%) 집값 상승률도 서울 평균 이상이었다. 준강남이라 불리는 경기 과천(0.23%), 성남 분당(0.21%) 집값 상승세도 눈에 띄었다. 재건축 단지가 몰려있는 양천구와 영등포구 아파트값도 들썩이는 모양새다. 목동이 속한 양천구 아파트값은 0.22% 오르며 전주(0.13%) 대비 상승폭이 커졌다. 여의도가 있는 영등포구(0.16%)도 전주(0.13%)보다 상승폭이 커졌다. 다만 서울 강북지역은 사뭇 다른 분위기다. 노원·도봉·강북구(노도강) 집값은 모두 보합세(0.00%)를 기록했다. 은평구(0.04%), 중랑구(0.02%), 중구(0.01%)도 상승세는 미미했다. 한국부동산원은 “재건축 추진단지 등 주요 선호단지 위주로 매도 희망가격이 상승하나 일부 지역에선 매수 관망세가 지속되고 있다”고 설명했다. 반면 지방 집값은 하락폭이 커지고 있다. 이번주 지방 아파트 가격은 0.04% 떨어졌다. 이는 전주(-0.02%)보다 더 큰 하락률을 기록한 셈이다. 전국 아파트 가격은 전주와 마찬가지로 보합세를 보였다."
https://www.mk.co.kr/news/realestate/11323555,"‘칸타빌’ 대원, 베트남 부동산 투자·개발 성과 잇따라","‘칸타빌’ 대원, 베트남 개발사업 주력다푹 신도시·안푸 칸타빌 등 사업 수행올 하반기엔 김포 아파트 분양 나서 ‘칸타빌’ 대원, 베트남 개발사업 주력다푹 신도시·안푸 칸타빌 등 사업 수행올 하반기엔 김포 아파트 분양 나서 사진 확대대원이 호치민 투득특별시에서 최초로 시행과 시공을 모두 맡았던 안푸 1차 칸타빌 [제공=더피알] 사진 확대 국내에서 ‘칸타빌’ 아파트 브랜드로 널리 알려진 대원이 베트남 투자에 주목하고 있다. 대원은 베트남 최초의 매립 신도시인 다낭 ‘다푹’ 프로젝트를 수행했다. 이 프로젝트는 다낭시 북부 리엔찌에우 해안을 매립해 여의도 면적에 준하는 210헥타르(ha) 규모의 국제 신도시를 조성하는 사업이다. 여기서 대원은 약 180ha 규모의 부지를 매립 및 조성하고 매각까지 마무리했다. 대원은 호치민에서 미개발 상태였던 투득특별시에서 최초로 시행과 시공을 모두 맡아 ‘안푸 1차 칸타빌’을 분양했다. 이어 고급주상복합 ‘안푸 2차 칸타빌 프리미어’, 반탄 호수 인근에서 당시 최고가를 기록한 ‘혼카우 칸타빌’, 젊은 수요층을 겨냥한 ‘센텀웰스’ 사업을 수행했다. 중부 퀴논에서는 프리미엄 해안 주상복합 단지 개발을, 북부 하노이 남부권에서는 물류 허브 구축을 목표로 한 대규모 산업단지 조성 사업을 진행 중이다. 대원 관계자는 “20년 넘게 축적한 베트남 현지 네트워크와 사업 경험, 인허가 전문성을 바탕으로 신흥 거점 도시에서 선제적인 투자를 이어가겠다”라며, “베트남 전역에서 신뢰받는 지속가능한 부동산 개발 전문기업으로 자리매김할 것”이라고 강조했다. 대원은 1972년 섬유기업 ‘대원모방’으로 출발해, 1980년대부터 본격적인 건설사업에 나선 기업이다.올 하반기에는 경기도 김포시 북변2구역 도시개발사업 내 공동주택 분양을 앞두고 있다. 서울과 가깝다는 지리적 장점과 함께 김포골드라인, 서울지하철 5호선 연장, 인천 2호선 연결 등 교통 인프라 확장 기대감으로 높은 관심을 받고 있다."
https://www.mk.co.kr/news/realestate/11323507,"높이규제지역 공공기여 줄이고, 지하철역 250m 이내 준주거 종상향","서울시 2030 도시·주거 기본계획 변경높이규제 지역 용적률 상향시늘어나는 정도에 비례해 공공기여정비사업지에도 입체공원 도입땅값 낮은 지역엔 역세권 준주거 종상향 서울시 2030 도시·주거 기본계획 변경높이규제 지역 용적률 상향시늘어나는 정도에 비례해 공공기여정비사업지에도 입체공원 도입땅값 낮은 지역엔 역세권 준주거 종상향 사진 확대서울의 한 재개발 사업지 전경 [매경DB] 사진 확대 앞으로 서울에서 문화재나 남산 등 인근에 위치해 높이규제를 받는 지역은 용도지역 상향 시 공공기여가 종전보다 완화된다. 또 땅값이 낮은 지역의 경우 지하철역 경계로부터 250m 이내 면적에 대해 준주거로 종상향이 촉진된다. 22일 서울시는 이 같은 내용을 담은 2030 도시·주거환경정비 기본계획 변경안을 확정했다고 밝혔다. 이는 올해 초 서울시가 정비사업 활성화를 위해 발표한 규제완화 방안이다. 구체적으로 높이규제지역에 대한 공공기여 비율 완화(규제철폐 3호), 정비사업 입체공원 조성 시 용적률 완화(6호), 사업성 낮은 역세권 준주거 종상향을 위한 기준 마련(35호) 등이 규제완화 방안에 담겼다. 우선 높이규제지역에 대한 공공기여 완화는 높이규제지역을 용도지역 상향하는 경우 일률적으로 공공기여율 10%를 적용하던 관행을 개선하는 것이다. 예를 들어 1종(200%)에서 2종(250%)로 용적률을 상향할 때 높이규제로 최대 220%까지만 상향이 가능하다면, 추가 확보된 용적률 비율에 대해 공공기여를 부담하게 된다. 기존에는 10%를 공공기여로 제공해야 했다면, 이젠 4%만 부담하면 되는 셈이다. 또 재개발·재건축 사업에도 민간 사업부지나 건축물 상부에 조성하는 ‘입체공원’이 도입된다. 입체공원 면적은 대지면적에서 제외되지 않기 때문에 주택용지가 추가로 확보되는 효과가 있다. 건립가능한 주택 수가 늘어나고, 공원설치비용, 면적에 비례하여 용적률도 완화받을 수 있다. 역세권 지역의 준주거 종상향 기준도 구체화됐다. 역세권 종상향은 해당구역 평균 공시지가가 서울시 재개발·재건축 평균 공시지가 이하인 정비사업에 우선 적용한다. 구역 내에서 지하철역 경계로부터 250m 이내에 해당하는 면적만큼 종상향하는 내용을 핵심으로 한다. 이 기준은 역세권임에도 불구하고 사업성이 낮은 지역의 정비사업을 촉진하는 데 기여할 것으로 보인다. 위원회 심의 등을 통해 역세권 범위를 지하철역 경계로부터 350m 이내까지 완화하는 등 용도지역 상향 적용여부 및 범위 등을 일부 조정할 수 있다. 또 앞으로는 재개발 사업의 경우 정비계획 수립이 완료되면 주민동의율 50% 이상 확보여부와 상관없이 도시계획위원회 심의를 받을 수 있게 된다."
https://www.mk.co.kr/news/realestate/11323320,“강남도 용산도 아닌데 국평 30억 찍었다”…토허제 비껴간 이 동네 ‘후끈’,"신고가 새로 쓰는 한강변흑석동 국평도 이젠 ‘30억’아크로리버하임 84㎡31.2억 동작구 최고가토허제 따른 풍선효과도 신고가 새로 쓰는 한강변흑석동 국평도 이젠 ‘30억’아크로리버하임 84㎡31.2억 동작구 최고가토허제 따른 풍선효과도 사진 확대서울 동작구 흑석동 아크로리버하임 전경 [매경DB] 사진 확대 서울 동작구 흑석동 한강변 단지에서 국민평형(전용면적 84㎡·34평) 아파트 ‘30억원 시대’가 처음 열렸다. 강남3구(강남·서초·송파구)와 용산구 모든 아파트로 토지거래허가구역이 확대 지정된 후 인접 지역인 흑석동 집값이 오르는 형국이다. 21일 국토교통부 실거래가공개시스템에 따르면, 흑석동 아크로리버하임 전용 84㎡(19층)는 지난달 26일 31억2000만원에 중개 거래되며 신고가를 경신했다. 국민평형 기준으로 동작구에서 나온 역대 최고가 거래다. 한강 조망권이 뛰어난 매물이었던 것으로 알려졌다. 함영진 우리은행 부동산리서치랩장은 “이 단지는 한강변인 데다 지하철 9호선 흑석역 초역세권이라 동작구 대장단지로 꼽힌다”며 “2019년 지어진 준신축인 데다 1000가구 넘는 대단지인 점도 영향을 미친 듯하다”고 설명했다. 앞서 같은 국민평형(8층)은 지난달 10일 28억5000만원에 거래된 바 있다. 약 보름 만에 2억7000만원이 오른 셈이다. 아크로리버하임 인근에 있는 구축인 명수대현대(1988년 준공)에서도 평형별로 신고가가 계속 나오고 있다. 명수대현대 전용 78㎡(9층)는 지난 14일 19억2000만원에 거래되며 최고가를 기록했다. 전용 70㎡(10층)는 지난달 22일 18억5000만원, 전용 84㎡(4층)는 지난달 2일 21억원, 전용 112㎡(7층)는 지난 10일 25억원에 거래되며 각각 신고가를 갈아치웠다. 한국부동산원에 따르면 동작구 아파트 값은 지난주 0.12% 오르기도 했다. 이는 서울 평균 상승폭(0.1%)보다 높은 수준이다. 김제경 투미부동산컨설팅소장은 “토지거래허가구역이 강남3구와 용산구로 확대 지정됨에 따라 인접 지역에 풍선효과가 나타나는 영향도 있어 보인다”고 말했다."
https://www.mk.co.kr/news/realestate/11322715,130억원을 현금으로 ‘턱’…갭투자 불가 압구정 아파트 매입 40대 비결,"사진 확대강남 압구정 현대아파트 전경. [사진 출처 = 연합뉴스] 사진 확대 서울 강남구 압구정 현대아파트 대형 주택형이 이 지역 역대 최고가인 130억원대에 팔리면서 매수자에 대한 관심이 쏠리고 있다. 21일 서울부동산정보광장에 따르면 압구정3구역에 포함된 현대7차 전용 245.2㎡(공급면적 264㎡)은 지난달 25일 130억5000만원에 거래되며 신고가를 새로 썼다. 동일 주택형은 지난해 6월 115억원에 팔린 바 있다. 10개월 만에 15억원이 넘게 오른 셈이다. 이 가격은 압구정 현대아파트는 물론 압구정 재건축 지구 전체를 통틀어 가장 높은 금액이다. 해당 아파트 매수자는 현재 압구정에 거주하는 40대로 알려졌다. 강남은 현재 토지거래허가구역으로 묶여 있어 갭투자가 불가능한데 본인이 거주하던 다른 압구정 현대를 매도하고, 매도 자금을 기반으로 해당 물건을 매수한 것으로 전해진다. 이 주택형은 대지지분이 약 124.8㎡(37.75평) 규모로 압구정 재건축 지구 전체를 통틀어 가장 넓다. 업계에서는 권리가액이 가장 높은 만큼 재건축 시 최고 입지의 펜트하우스 배정에 유리하다는 평가다. 서울 지역 내 다른 고가 아파트들의 상황도 크게 다르지 않다. 업계 전문가들은 ‘똘똘한 한 채’ 열풍이 고가 아파트에 대한 선호도를 높이고 있다는 분석을 내놓고 있다. 일례로 지난 2월 용산구 나인원 한남 전용 273.9㎡는 250억원에 거래되며 올해 최고가 거래를 기록했다. 3월에는 서초구 반포동 래미안 원베일리 전용 84㎡가 3.3㎡당 2억원대(2억661만원)인 70억원에 팔렸다."
https://www.mk.co.kr/news/realestate/11322697,"“경기 광주 최고 39층”…효성중공업, ‘해링턴 스퀘어 리버파크’ 내달 공급","아파트 818가구·오피스텔 72실경강선·GTX-D(예정) 경기광주역 인접 아파트 818가구·오피스텔 72실경강선·GTX-D(예정) 경기광주역 인접 사진 확대해링턴 스퀘어 리버파크 투시도 [사진 = 효성중공업] 사진 확대 효성중공업이 오는 6월 경기 광주시에서 ‘해링턴 스퀘어 리버파크’를 공급할 예정이다. 21일 효성중공업에 따름녀 경기도 광주시 역동 일원에 들어서는 이 단지는 지하 5층~지상 최고 39층, 4개 동 아파트 전용 59~161㎡ 818가구와 오피스텔 전용 84㎡ 72실 규모로 조성된다. 사업지 인근에 경강선 경기광주역이 있어 판교역까지 빠르게 이동할 수 있다. 경기광주역에는 향후 GTX-D노선 개통도 계획돼 있다. 또 강남 수서역과 연결되는 수서~광주 복선전철 건설사업도 2030년 개통을 목표로 추진 중이다. 경충대로와 포은대로도 인접해 광주 전 지역은 물론, 성남·용인 등 인접지로 편하게 이동할 수 있다. 올해 1월 개통한 세종포천고속도로(제2경부선) 구리~안성 구간과 중부고속도로도 가깝다. 단지 내 상업시설(예정)과 참조은병원, 이마트, 경안시장, CGV, 행정복지센터 등 각종 생활편의시설도 도보이용거리에 있다. 광주초·중, 광주중앙고, 경기도교육청광주도서관, 광주시립중앙도서관 등 교육시설도 지근거리에 있다. 효성중공업 관계자는 “경기 광주 최초 39층이라는 상징성과 함께 트렌디한 평면설계, 고품격 커뮤니티를 적용해 지역 랜드마크 아파트로 선보일 계획”이라고 말했다."
https://www.mk.co.kr/news/realestate/11322577,"여의도 광장아파트, 최고 56층·1391가구로 재탄생","서울시 도시계획조례 수혜주거비율 90%까지 확대해 사업성 높여 서울시 도시계획조례 수혜주거비율 90%까지 확대해 사업성 높여 사진 확대여의도 광장28 재건축 투시도 사진 확대 서울 영등포구 여의도동 광장아파트(여의도동 28번지)가 최고 56층, 1391가구로 탈바꿈한다. 21일 영등포구는 약 50년 된 광장아파트 28번지 재건축 정비계획 변경안을 공람 공고한다고 밝혔다. 이 단지는 1978년 준공돼 약 50년이 된 노후 아파트다. 지상 12층, 576가구로 구성돼있다. 이번 재건축은 공공과 민간이 협력해 절차를 간소화하고 신속한 사업 추진을 목표로 하는 ‘신속통합기획’ 방식으로 진행된다. 이번 계획 변경안에 따르면 구역면적 4만4679.9㎡ 용지에 최고 56층, 5개동, 1,391가구 대규모 주거단지가 조성된다. 용도지역이 제3종 일반주거지역에서 일반상업지역으로 종상향되면서 용적률이 높아졌다. 이 단지는 이번 서울시 도시계획조례 개정의 수혜를 볼 것으로 기대된다. 개정을 통해 상업지역 내 비주거 비율이 20%에서 10%로 완화됐기 때문이다. 주거비율을 90%까지 확대할 수 있게 돼 사업성이 한층 높아지게 됐다. 영등포구는 지난 20일 광장아파트 28 재건축과 관련한 주민설명회를 열고 추진 경과와 향후 계획을 공유했다. 연내 정비계획 변경 결정고시를 신속히 완료하고, 통합심의와 사업시행계획 인가 절차가 원활히 진행될 수 있도록 지원할 계획이다. 최호권 영등포구청장은 “재개발‧재건축은 주민의 사유재산 가치를 높이고 주거 환경을 개선하는 사업”이라며 “행정력을 집중해 주민 부담은 줄이고, 사업이 힘 있게 추진되도록 불필요한 규제 완화를 위해 노력하겠다”라고 강조했다."
https://www.mk.co.kr/news/realestate/11322541,“집 매수 계획 다 틀어졌다”…DSR 규제 강화 베일 벗자 무주택자들 ‘멘붕’,"사진 확대서울 한 아파트 건설현장 모습 [박형기 기자] 사진 확대 금융당국이 오는 7월부터 시행할 3단계 스트레스 DSR(총부채원리금상환비율)의 세부 내용을 발표하면서 무주택자들 셈법도 복잡해지고 있다. 전문가들은 새 정부 출범과 금리 인하 등 다수의 불확실성이 여전한 가운데 단기적으로는 시장 수요에 영향을 미치기 어려울 것이라며 장기적인 방향성에 집중할 필요가 있다고 조언한다. 21일 부동산 업계에 따르면 금융당국은 지난 20일 ‘3단계 스트레스 DSR 시행 방안’ 발표를 통해 오는 7월 1일부터 전 금융권의 주택담보대출·신용대출·기타 대출(카드론·주택 외 담보대출 등)에 1.5%의 스트레스 DSR을 부과하기로 했다. 사실상 모든 가계대출에 미래의 금리 변동 위험을 반영하는 시스템이 구축·운영되게 된 것이다. 3단계 스트레스 DSR이 시행되면 전 금융권 주담대·신용대출·기타 대출에 1.5%의 스트레스 금리가 붙는다. 금융당국의 시뮬레이션 결과, 연 소득이 1억원인 사람이 30년 만기, 연 4.2% 금리의 혼합형(5년 고정+이후 변동금리), 원리금 균등상환 조건으로 주담대를 받는다고 가정할 경우 2단계 적용 시 한도는 6억3000만원이지만 3단계에서는 5억9000만원으로 약3300만원(5%)이 줄어들게 되는 셈이다. 다만 3단계 조치에서 지방 주담대는 제외하고 2단계 스트레스 금리인 0.75%를 올해 말까지 적용한다. 최근 지방 건설 경기가 악화하고, 주담대 신규 취급액에서 지방 주담대가 차지하는 비중이 감소하는 점을 감안해서다. 사진 확대서울 시내 한 은행 대출창구 모습. [사진 출처 = 연합뉴스] 사진 확대 전문가들은 이 같은 규제가 전체적인 주택 시장에 영향을 미치기는 어렵다고 입을 모은다. ‘똘똘한 한 채’를 중심으로 서울 강남 3구와 마용성(마포·용산·성동) 등에 여전히 매수자들의 수요가 쏠리고 있기 때문이다. 이 경우 자금 조달 능력이 상대적으로 부족한 실수요자 중심으로 거래 위축이 나타날 가능성이 높아진다. 함영진 우리은행 부동산리서치랩장은 “스트레스 DSR 3단계 규제의 7월 시행에 따라 수도권의 대출 한도 감소(스트레스 금리 1.5%)는 있겠으나 급격한 주택시장 수요 위축은 제한적일 전망이다”며 “서울 아파트 매물 감소와 분양 진도율 저하, 임대료 상승 등에 따른 매매가 상승 움직임이 이어지고 있고, 기준금리 인하에 대한 시장 기대가 남아 있는 상황이기 때문이다”고 짚었다. 이어 “강남권 등 서울 내 상급지 교체 선호 지역은 이미 토지거래허가구역으로 묶여 갭투자가 불가하고, 상당량은 자기자본을 가지고 이동하는 수요라 고급 유효수요의 대출 규제 효과는 제한적일 것으로 보인다”고 내다봤다. 이은형 대한건설정책연구원 연구위원도 “스트레스 DSR은 ‘대출을 안 해주는 것’이 아니라 ‘대출 한도를 줄이는 것’이 핵심이다”며 “따라서 대출을 최대로 받아야만 주택 매수가 가능한 실수요자들의 경우 큰 영향을 받을 수밖에 없다”고 진단했다. 정부의 주담대 대출 규제를 강화하는 기조에 대해서는 “내달 선거, 인수위, 하반기 새 정부 초기라는 점을 감안하면 굳이 대출 규제를 완화해서 시장 수요를 활성화할 가능성은 낮다”며 “매매 활성화는 가격 변동 수반을 야기하기 때문”이라고 설명했다."
https://www.mk.co.kr/news/realestate/11322531,"현대건설, 英국가정원에 K-바람","왕립원예협회 플라워쇼에국내 건설사 첫 작가 정원작품명 ‘정원이 속삭이다’내년 디에이치 방배에 구현 왕립원예협회 플라워쇼에국내 건설사 첫 작가 정원작품명 ‘정원이 속삭이다’내년 디에이치 방배에 구현 사진 확대영국 RHS 플라워쇼 웬트워스 우드하우스 2025의 쇼가든 부문에 선정된 현대건설과 성균관대의 공동작 ‘정원이 속삭이다’ 마스터 플랜 이미지. 현대건설 사진 확대 현대건설의 예술 정원이 영국의 대표 국가유산으로 조성돼 전 세계인에 공개된다. 21일 현대건설은 최근 영국 왕립원예협회(RHS)가 주관하는 플라워쇼 중 하나인 ‘웬트워스 우드하우스 2025’에 성균관대와 공동으로 작업한 ‘정원이 속삭이다(Garden Whispers)’가 쇼가든 부문에 선정돼 작가 정원이 현지에 조성된다고 밝혔다. 영국 RHS 플라워쇼는 100년이 넘는 역사를 자랑하는 세계적인 정원 박람회로 첼시, 멜버른 등 영국 주요 도시에서 열리고 있다. 이 가운데 첼시 플라워쇼는 독일의 연방 정원 박람회, 프랑스의 쇼몽 국제 가든 페스티벌과 함께 세계 3대 정원 축제로 꼽힌다. 국내 건설사가 세계적인 정원 박람회에 출품하고 가든이 유럽 현지에 직접 조성되는 건 처음이다. 웬트워스 우드하우스 플라워쇼에 선정된 ‘정원이 속삭이다’는 최혜영 성균관대 교수와 최연길 현대건설 책임이 함께 작업한 작품이다. 다양한 높이로 배치된 하얀색 기둥을 통해 자연의 시적 풍경으로 초대하는 듯한 이 정원은 바람결을 따라 물결치는 입체 실루엣 안쪽에 고요한 휴게공간과 생동감 넘치는 초화류가 조화를 이루는 것이 특징이다. 특히 정원의 포장, 의자 등 일부에는 플라스틱을 재활용한 3D 프린팅 기술도 적용됐다. 정원의 경계를 표현하기 위해 사용되던 구조물을 하나의 공간에 조화롭게 녹여낸 작가적 상상력과 자연의 물성을 세련되게 드러낸 표현 방식이 깐깐한 영국 왕립협회 심사위원들 마음을 사로잡았다는 평가다. 현대건설은 지난해 준공한 ‘올림픽파크포레온’ 3단지 현장에 최 교수와 협업을 통해 ‘도서관과 정원(Library & Garden)’이라는 작가 정원을 선보인 바 있다. 흰색 기둥과 거친 자연 소재가 이국적인 분위기를 자아낸 이 정원은 번화한 도심 속 평온한 힐링과 사색을 선사하는 공간으로 ‘정원이 속삭이다’는 그 후속작에 해당한다. RHS 플라워쇼 웬트워스 우드하우스 2025는 오는 7월 16일부터 20일까지 5일간 열리며 플라워쇼를 기념한 참가작의 현장 심사와 시상식도 있을 예정이다. 현대건설은 플라워쇼에서 공개된 ‘정원이 속삭이다’를 내년에 준공하는 ‘디에이치 방배’ 현장에 재현할 계획이다."
