단지명,전용면적(㎡),층,건축년도,도로명,면적당 단가(만원),아파트 나이,구,계약일자,계약년월,alpha,경도,위도
럭키(963),124.1,13,1995,논현로 213,6.740627936929099,19,강남구,2014-09-03,201409,0.5811529169310906,127.040954182934,37.4915488149067
한양7,147.8,1,1981,압구정로61길 37,6.961751277717573,33,강남구,2014-09-03,201409,0.0,127.043860572055,37.5295843048364
롯데캐슬프레미어,101.81,12,2007,선릉로126길 22,7.084561210643636,7,강남구,2014-09-03,201409,1.0,127.045193621733,37.51625004573
역삼I'PARK,28.246,17,2006,역삼로 307,7.122151485824679,8,강남구,2014-09-03,201409,0.7333333333333334,127.044876444798,37.4990489022234
개포주공3단지,35.64,1,1982,삼성로 11,7.4931697597392,32,강남구,2014-09-03,201409,0.0,127.067960222798,37.4844402093504
개포한신,107.6,2,1984,개포로110길 43,6.506000750270508,30,강남구,2014-09-03,201409,0.0,127.079681552221,37.4915621995587
경남1,166.48,5,1984,언주로 110,6.660414547352341,30,강남구,2014-09-03,201409,0.0,127.054710026842,37.4854059409863
개나리푸르지오,59.9885,6,2006,역삼로 314,7.193125906252869,8,강남구,2014-09-03,201409,0.7333333333333334,127.049302635975,37.4996151321623
한양6,106.71,11,1980,압구정로 313,7.097452808715336,34,강남구,2014-09-03,201409,0.0,127.03599584345,37.5298739327833
수서,39.98,6,1992,양재대로55길 12,6.630523662425206,22,강남구,2014-09-03,201409,0.6191808253032967,127.089707610517,37.4936295805412
논현한가람빌라트,84.95,3,2002,도산대로50길 54,6.473025616096667,12,강남구,2014-09-03,201409,0.6,127.037505945479,37.518761220597
논현동한화꿈에그린,67.671,1,2005,논현로111길 39,6.603118554007501,9,강남구,2014-09-03,201409,0.7,127.030422971573,37.5068232406663
개포자이,153.8,15,2004,개포로109길 69,6.777377000349023,10,강남구,2014-09-03,201409,0.6666666666666667,127.076127258586,37.4962923064311
청담자이,49.619,34,2012,영동대로138길 12,7.422222061882205,2,강남구,2014-09-03,201409,0.9333333333333333,127.057249781197,37.5241014728573
하이페리온,181.2,6,2004,도곡로4길 31,6.52439504144129,10,강남구,2014-09-03,201409,0.6666666666666667,127.034768297935,37.4885895457311
동익,84.46,2,1993,광평로39길 3,6.557453542027924,21,강남구,2014-09-03,201409,0.30000000000000004,127.097263256365,37.4857662768639
상록수,74.54,2,1993,광평로10길 15,6.900484478135194,21,강남구,2014-09-03,201409,0.7754887502163469,127.083445404216,37.482899384108
개포주공6단지,73.02,9,1983,개포로 516,7.0237411500189,31,강남구,2014-09-03,201409,0.0,127.070871480537,37.4891406792843
럭키(963),84.97,5,1995,논현로 213,6.7695221191708566,19,강남구,2014-09-03,201409,1.0,127.040954182934,37.4915488149067
개나리래미안,114.65,5,2006,역삼로 306,6.990176985582986,8,강남구,2014-09-03,201409,1.0,127.046959597261,37.4989772734253
미성2차,140.9,14,1987,압구정로 113,7.050382861847295,27,강남구,2014-09-03,201409,0.15849625007211557,127.018445606778,37.5244043008813
휴먼스타빌,35.905,6,2005,도산대로 454,6.9103976558759665,9,강남구,2014-09-03,201409,1.0,127.046056275002,37.5236847892354
삼성동한솔아파트,58.57,2,1998,학동로64길 7,6.737483083074323,16,강남구,2014-09-03,201409,0.7396491670032062,127.045438795789,37.5176478585343
가람,84.95,5,1993,일원로 127,6.866295451111013,21,강남구,2014-09-04,201409,0.30000000000000004,127.085383839812,37.4831592916235
대치현대,85.0,20,1999,삼성로64길 5,6.895920821335134,15,강남구,2014-09-04,201409,0.792481250360578,127.060513822972,37.5004474963781
래미안그레이튼,70.98,4,2009,도곡로43길 20,7.086831225081088,5,강남구,2014-09-04,201409,1.0,127.048587369117,37.4968552857788
대치아이파크,119.58,5,2008,선릉로 222,7.160722277943008,6,강남구,2014-09-04,201409,1.0,127.054749094366,37.4958669797852
개나리SK뷰,84.98,6,2012,역삼로 315-1,7.192727163007812,2,강남구,2014-09-04,201409,1.0,127.050071033953,37.5005684337476
래미안그레이튼(진달래2차),84.87,10,2011,도곡로 306,7.030982796468388,3,강남구,2014-09-04,201409,1.0,127.047516295536,37.4941041369665
삼성,54.81,10,1994,남부순환로379길 14,6.998227182146213,20,강남구,2014-09-04,201409,0.5283208335737187,127.046311637478,37.4893275646597
대치아이파크,84.95,24,2008,선릉로 222,7.227866365661952,6,강남구,2014-09-04,201409,0.8,127.054749094366,37.4958669797852
대우디오빌플러스,34.41,8,2004,강남대로84길 33,6.555760692335388,10,강남구,2014-09-04,201409,1.0,127.031093425879,37.4975461306128
수서,59.96,11,1992,양재대로55길 12,6.62074009551806,22,강남구,2014-09-04,201409,0.2666666666666667,127.089707610517,37.4936295805412
타워팰리스1,137.24,46,2002,언주로30길 56,7.061197876225715,12,강남구,2014-09-04,201409,1.0,127.053483219997,37.4880695220981
대치삼성,59.88,2,2000,도곡로78길 22,6.934449894243182,14,강남구,2014-09-04,201409,1.0,127.0588476129,37.4966357303128
수서한아름,97.63,13,1993,광평로51길 22,6.603236574760612,21,강남구,2014-09-04,201409,0.6000000000000001,127.103957177072,37.4902172303572
성원대치2단지아파트,33.18,5,1992,개포로109길 9,6.902315555686319,22,강남구,2014-09-04,201409,0.422656666858975,127.075101271591,37.4957518185981
동현아파트1~6,84.92,13,1986,언주로146길 18,6.763331048365873,28,강남구,2014-09-04,201409,0.1333333333333333,127.037495479745,37.5202259846506
울트라멤버스,136.04,1,2003,남부순환로381길 25,6.376832953517024,11,강남구,2014-09-04,201409,0.6333333333333333,127.046785547369,37.4877259266742
개포우성2,127.78,5,1984,남부순환로 2912,7.25040209469815,30,강남구,2014-09-04,201409,0.0,127.056142941592,37.4907059879875
도곡렉슬,134.9023,10,2006,선릉로 221,7.250228538407837,8,강남구,2014-09-04,201409,1.0,127.049734781209,37.4942068396456
청담3차이-편한세상(301동),84.97,7,2007,선릉로132길 54,6.742123144982743,7,강남구,2014-09-04,201409,0.7666666666666666,127.045648743939,37.5185835595876
삼성리치빌1,84.98,6,2003,학동로82길 6,6.530941437651919,11,강남구,2014-09-04,201409,0.6333333333333333,127.051214674812,37.5183842278921
삼성동씨엘케이,99.47,5,2002,학동로 410,6.618698313203328,12,강남구,2014-09-04,201409,0.6,127.044386933108,37.5174657152241
신동아(22),114.34,6,1997,강남대로146길 28,6.617095189089026,17,강남구,2014-09-04,201409,0.43333333333333335,127.023030453954,37.5150254952533
개포주공1단지,50.38,3,1982,개포로 310,7.430812264547989,32,강남구,2014-09-04,201409,0.0,127.057847776427,37.4802867173431
한양럭스,44.0,2,2003,테헤란로25길 58,6.259059860993026,11,강남구,2014-09-04,201409,0.6333333333333333,127.034561368393,37.5042789249632
리더스빌,95.69,4,2004,논현로113길 7,6.207371190231561,10,강남구,2014-09-04,201409,1.0,127.032505523994,37.5082284338541
개나리래미안,144.55,3,2006,역삼로 306,6.813136662137601,8,강남구,2014-09-04,201409,0.7333333333333334,127.046959597261,37.4989772734253
개나리SK뷰,84.99,19,2012,역삼로 315-1,7.201420124866098,2,강남구,2014-09-04,201409,0.9333333333333333,127.050071033953,37.5005684337476
삼성동힐스테이트 1단지,84.236,14,2008,학동로68길 29,7.145090822190699,6,강남구,2014-09-04,201409,1.0,127.04718779295,37.5165602922999
진흥아파트,104.31,12,1984,학동로88길 5,6.814264935894798,30,강남구,2014-09-04,201409,0.0,127.052194055874,37.5187249189718
신현대9차,109.24,1,1982,압구정로 151,7.155850404985937,32,강남구,2014-09-04,201409,0.0,127.024454982256,37.5267858196588
풍림아이원아파트,83.65,4,2003,역삼로 436,6.532898799352608,11,강남구,2014-09-05,201409,0.6333333333333333,127.054798533858,37.5016231251359
개나리푸르지오,133.1686,10,2006,역삼로 314,6.917703483443514,8,강남구,2014-09-05,201409,0.7333333333333334,127.049302635975,37.4996151321623
e-편한세상,84.991,5,2005,선릉로69길 20,7.065367554615241,9,강남구,2014-09-05,201409,1.0,127.050923517096,37.498747226144
삼성청담공원아파트,84.96,14,1999,도산대로96길 39,6.776373846874022,15,강남구,2014-09-05,201409,0.792481250360578,127.050463180352,37.5230042633715
푸른솔아파트1동,59.4,4,1996,학동로 420,6.772779842785381,18,강남구,2014-09-05,201409,0.4,127.046054815285,37.517813134256
한보미도맨션2,126.33,9,1985,삼성로 150,7.099295669532626,29,강남구,2014-09-05,201409,0.06666666666666665,127.068564672209,37.4956953356085
현대아파트1동~3동,84.96,5,1994,도곡로18길 34,6.608709447880041,20,강남구,2014-09-05,201409,0.33333333333333337,127.037993820176,37.4888495744392
도곡렉슬,84.9984,22,2006,선릉로 221,7.248439217569962,8,강남구,2014-09-05,201409,1.0,127.049734781209,37.4942068396456
개포한신,82.3,11,1984,개포로110길 43,6.656267254658784,30,강남구,2014-09-05,201409,0.0,127.079681552221,37.4915621995587
힐스빌7,139.46,2,2003,학동로5길 22,6.260436898337663,11,강남구,2014-09-05,201409,0.6333333333333333,127.022901193659,37.5132631566713
청담자이,90.197,24,2012,영동대로138길 12,7.249946198348761,2,강남구,2014-09-05,201409,1.0,127.057249781197,37.5241014728573
대치삼성,108.52,2,2000,도곡로78길 22,6.955263312883637,14,강남구,2014-09-05,201409,0.5333333333333333,127.0588476129,37.4966357303128
미성2차,74.4,3,1987,압구정로 113,7.141594119413095,27,강남구,2014-09-05,201409,0.23219280948873616,127.018445606778,37.5244043008813
목련타운,99.79,8,1993,광평로19길 15,6.9098574870740075,21,강남구,2014-09-05,201409,0.4754887502163469,127.084797907539,37.485530536641
개나리래미안,129.8,11,2006,역삼로 306,6.9283431201384245,8,강남구,2014-09-05,201409,0.7333333333333334,127.046959597261,37.4989772734253
현대2,84.81,9,1986,언주로 107,6.886182426405126,28,강남구,2014-09-05,201409,0.10566416671474371,127.0519554575,37.4835863365345
한신(개포),52.73,6,1985,언주로 123,7.198183435257982,29,강남구,2014-09-05,201409,0.052832083357371856,127.049755052514,37.4876033476735
현대까르띠에710,230.075,14,2001,언주로86길 12,6.742349494820964,13,강남구,2014-09-06,201409,0.5666666666666667,127.044956522424,37.5017083711733
도곡스타클래스,112.05,14,2007,남부순환로 2615,6.486095484953992,7,강남구,2014-09-06,201409,0.7666666666666666,127.035883711966,37.4851852937745
대치아이파크,59.96,16,2008,선릉로 222,7.196104240421621,6,강남구,2014-09-06,201409,0.8,127.054749094366,37.4958669797852
홍실아파트,94.26,7,1981,영동대로128길 15,6.926046548954388,33,강남구,2014-09-06,201409,0.0,127.059210304827,37.5201571782093
래미안강남힐즈,91.95,13,2014,자곡로 101,6.751950159001289,0,강남구,2014-09-06,201409,1.0,127.09580546288,37.4726550843713
삼성풍림2차아파트,59.94,7,1998,봉은사로105길 12-7,6.866196164896925,16,강남구,2014-09-06,201409,0.4666666666666667,127.06244887977,37.5160235996074
도곡그린빌,48.48,3,1995,강남대로44길 24,6.4109942005668525,19,강남구,2014-09-06,201409,0.3666666666666667,127.035782411318,37.4861495835495
"대치우성아파트1동,2동,3동,5동,6동,7동",84.69,1,1984,영동대로 230,6.946094562526836,30,강남구,2014-09-07,201409,0.0,127.068471209933,37.5009601493207
개포현대200동,82.2,1,1986,언주로 105,6.5416512447545525,28,강남구,2014-09-10,201409,0.10566416671474371,127.052677848982,37.4816823655211
매봉삼성,84.95,20,1999,언주로 203,6.640079700759833,15,강남구,2014-09-10,201409,0.5,127.048827759811,37.4891697762307
청담자이,89.356,2,2012,영동대로138길 12,7.274939292342132,2,강남구,2014-09-10,201409,0.9333333333333333,127.057249781197,37.5241014728573
개포6차우성아파트1동~8동,79.97,1,1987,언주로 3,6.620448276860439,27,강남구,2014-09-11,201409,0.09999999999999998,127.055925867398,37.4767921771121
개포주공1단지,35.87,5,1982,개포로 310,7.422198549660046,32,강남구,2014-09-11,201409,0.0,127.057847776427,37.4802867173431
"쌍용대치아파트1동,2동,3동,5동,6동",128.03,15,1983,영동대로 210,6.960765445962479,31,강남구,2014-09-11,201409,0.0,127.071367051995,37.4988556676427
한양4,101.09,2,1978,압구정로 313,7.045334260922536,36,강남구,2014-09-11,201409,0.0,127.03599584345,37.5298739327833
경남,84.94,5,2005,논현로 209,6.714305396146371,9,강남구,2014-09-11,201409,1.0,127.041198352091,37.4891441210876
청담대우멤버스카운티12차,162.59,2,2004,도산대로99길 30,6.604015327156719,10,강남구,2014-09-11,201409,0.6666666666666667,127.050974595192,37.5266323797658
신동아,33.18,12,1992,광평로47길 17,6.807005375881994,22,강남구,2014-09-11,201409,0.5333333333333334,127.098186321626,37.4879086504963
대우아이빌명문가(891-23),34.2,10,2004,선릉로90길 56,6.528265657277233,10,강남구,2014-09-11,201409,0.6666666666666667,127.053831329394,37.5050311726932
현대1차101동~106동,95.4,9,1984,개포로 303,6.731703335201778,30,강남구,2014-09-11,201409,0.0,127.054393140278,37.4832803381496
개포자이,134.3,20,2004,개포로109길 69,6.680508009914851,10,강남구,2014-09-11,201409,0.6666666666666667,127.076127258586,37.4962923064311
한보미도맨션1,84.48,7,1983,삼성로 150,7.171720824816602,31,강남구,2014-09-11,201409,0.0,127.068564672209,37.4956953356085
래미안강남힐즈,101.95,13,2014,자곡로 101,6.7819707234392475,0,강남구,2014-09-11,201409,1.0,127.09580546288,37.4726550843713
롯데캐슬모닝,150.78,1,2003,도곡로14길 12,6.3462807544520885,11,강남구,2014-09-11,201409,0.6333333333333333,127.036639233135,37.4902900828533
신현대9차,152.39,4,1982,압구정로 151,7.184119526501257,32,강남구,2014-09-11,201409,0.0,127.024454982256,37.5267858196588
개포주공1단지,35.64,2,1982,개포로 310,7.46142106142462,32,강남구,2014-09-12,201409,0.0,127.057847776427,37.4802867173431
타워팰리스1,164.97,27,2002,언주로30길 56,6.994948490684514,12,강남구,2014-09-12,201409,1.0,127.053483219997,37.4880695220981
개포주공4단지,42.55,2,1982,삼성로 14,7.36176804335372,32,강남구,2014-09-12,201409,0.0,127.068451024326,37.4861548149371
우정에쉐르,131.0534,6,2003,선릉로130길 33,6.601693413598139,11,강남구,2014-09-12,201409,0.6333333333333333,127.04434885307,37.5171510991381
삼성,84.67,5,1986,개포로124길 27,6.512045199162501,28,강남구,2014-09-12,201409,0.06666666666666665,127.083543364194,37.4932977545865
청담3차이-편한세상(301동),84.09,3,2007,선릉로132길 54,6.721501634905657,7,강남구,2014-09-12,201409,1.0,127.045648743939,37.5185835595876
우성캐릭터199,132.94,7,1998,언주로 118,6.6028248590392735,16,강남구,2014-09-12,201409,0.4666666666666667,127.051855548139,37.4869159664401
한솔마을,84.73,1,1994,광평로10길 6,6.844042570432051,20,강남구,2014-09-12,201409,0.7739760316291208,127.076520309277,37.4826291743574
금호어울림,116.81,7,2003,봉은사로111길 25,6.679806088967788,11,강남구,2014-09-12,201409,0.6333333333333333,127.064816206295,37.5167715987356
금호어울림,133.77,12,2003,도곡로7길 22,6.538842016193022,11,강남구,2014-09-12,201409,0.6333333333333333,127.034771182974,37.4923742270443
개포주공4단지,50.67,4,1982,삼성로 14,7.3644478941682,32,강남구,2014-09-12,201409,0.0,127.068451024326,37.4861548149371
도곡2차I'PARK,175.59,9,2006,도곡로14길 28,6.637443346961809,8,강남구,2014-09-12,201409,0.7333333333333334,127.037072062234,37.4893305549
미성1차,105.62,12,1982,압구정로11길 17,7.035399274485396,32,강남구,2014-09-12,201409,0.0,127.020161146724,37.5255813601835
"현대5차(71,72동)",82.23,11,1977,압구정로29길 68,7.4610797102592405,37,강남구,2014-09-12,201409,0.0,127.029186511113,37.5325363787069
개포주공6단지,53.06,11,1983,개포로 516,7.095215013632215,31,강남구,2014-09-12,201409,0.0,127.070871480537,37.4891406792843
지고하임(102동),73.17,4,2003,강남대로136길 40,6.609494005026088,11,강남구,2014-09-12,201409,0.6333333333333333,127.023660307349,37.5137322499574
아이파크,156.857,25,2004,영동대로 640,7.290500025638397,10,강남구,2014-09-12,201409,0.6666666666666667,127.059549285144,37.5183982498328
삼익대청아파트,60.0,14,1992,개포로109길 21,6.899387029311621,22,강남구,2014-09-12,201409,0.422656666858975,127.077191033018,37.4956264931259
동부센트레빌,59.97,16,1998,선릉로 423,6.906587346923122,16,강남구,2014-09-12,201409,0.7396491670032062,127.04944160406,37.5025030682175
한양1차(영동한양),49.98,1,1977,압구정로 321,7.384389537999849,37,강남구,2014-09-12,201409,0.0,127.038376464689,37.5295119716843
도곡그린빌,56.39,3,1995,강남대로44길 24,6.458982379619156,19,강남구,2014-09-12,201409,0.3666666666666667,127.035782411318,37.4861495835495
경남아너스빌,84.932,17,2002,언주로85길 13,6.47323752789506,12,강남구,2014-09-13,201409,0.9509775004326936,127.042381786191,37.5005673881078
대림아크로빌,177.255,14,2002,언주로30길 13,6.699979204799049,12,강남구,2014-09-13,201409,0.6,127.050686658826,37.4881276085659
영풍마드레빌,122.2,5,2003,학동로63길 13,6.568004350899225,11,강남구,2014-09-13,201409,0.6333333333333333,127.044693695968,37.5191598460635
우림루미아트,127.18,6,2005,봉은사로81길 8,6.56196154347314,9,강남구,2014-09-13,201409,0.7,127.054264973446,37.5138211749551
대치삼성,97.35,21,2000,도곡로78길 22,7.047941418459023,14,강남구,2014-09-13,201409,0.5333333333333333,127.0588476129,37.4966357303128
성원대치2단지아파트,49.86,11,1992,개포로109길 9,6.930361833611051,22,강남구,2014-09-13,201409,0.5333333333333334,127.075101271591,37.4957518185981
삼성동힐스테이트 1단지,31.402,13,2008,학동로68길 29,7.332084704736698,6,강남구,2014-09-13,201409,1.0,127.04718779295,37.5165602922999
석탑아파트101동,59.82,14,1996,학동로 412,6.767658944361762,18,강남구,2014-09-13,201409,0.6339850002884625,127.044965038614,37.51741540077
신동아,39.51,4,1992,광평로47길 17,6.814720413014948,22,강남구,2014-09-13,201409,0.5333333333333334,127.098186321626,37.4879086504963
한신(개포),83.86,1,1985,언주로 123,7.0058151817579,29,강남구,2014-09-13,201409,0.052832083357371856,127.049755052514,37.4876033476735
강남신동아파밀리에2단지,84.98,4,2011,헌릉로590길 10,6.499579982447867,3,강남구,2014-09-13,201409,0.9,127.102737297551,37.4645126849986
현대힐스테이트2단지,43.842,20,2008,삼성로111길 8,7.331855636335967,6,강남구,2014-09-13,201409,0.8,127.051739053534,37.5147315113728
씨티2차(201동),84.33,2,1992,선릉로190길 92,6.842465457862608,22,강남구,2014-09-13,201409,0.2666666666666667,127.049154784297,37.5283490190867
개포주공3단지,42.55,5,1982,삼성로 11,7.467874549348267,32,강남구,2014-09-13,201409,0.0,127.067960222798,37.4844402093504
청담우방아파트,118.53,7,1999,학동로 409,6.6268278111715375,15,강남구,2014-09-13,201409,0.5,127.043919011624,37.5181117293329
청담대림이-편한세상,134.24,16,2002,학동로77길 27,6.860156300182858,12,강남구,2014-09-13,201409,0.6,127.047788927028,37.5208848658812
럭키(963),124.66,6,1995,논현로 213,6.687335433589524,19,강남구,2014-09-13,201409,0.3666666666666667,127.040954182934,37.4915488149067
신동아,49.96,12,1992,광평로47길 17,6.672833265631836,22,강남구,2014-09-13,201409,0.2666666666666667,127.098186321626,37.4879086504963
휴먼스타빌,39.95,19,2005,도산대로 454,6.903993519060245,9,강남구,2014-09-13,201409,0.7,127.046056275002,37.5236847892354
개포주공3단지,41.99,2,1982,삼성로 11,7.487811897822345,32,강남구,2014-09-13,201409,0.0,127.067960222798,37.4844402093504
채널리저브,84.97,14,2007,삼성로 517,6.774912967805733,7,강남구,2014-09-13,201409,0.7666666666666666,127.055223583203,37.5079854660981
한신엠비씨,58.46,6,1988,논현로 205,6.882463787133587,26,강남구,2014-09-14,201409,0.21132833342948742,127.040618203989,37.487947873686
롯데캐슬프레미어,84.465,7,2007,선릉로126길 22,7.1012808301859085,7,강남구,2014-09-14,201409,1.0,127.045193621733,37.51625004573
개나리래미안,84.93,13,2006,역삼로 306,7.110318790331592,8,강남구,2014-09-14,201409,0.7333333333333334,127.046959597261,37.4989772734253
동부센트레빌,161.47,17,2005,선릉로 206,7.217063458440969,9,강남구,2014-09-14,201409,0.7,127.055641674701,37.4914644228405
삼성동대성유니드,83.93,3,2004,테헤란로77길 26,6.55530960479312,10,강남구,2014-09-14,201409,0.6666666666666667,127.054046126104,37.5085174233038
우성8,79.61,3,1987,개포로 411,6.819704204896262,27,강남구,2014-09-14,201409,0.23219280948873616,127.062319621466,37.4885748916117
타워팰리스1,120.78,32,2002,언주로30길 56,6.992791421720201,12,강남구,2014-09-14,201409,0.6,127.053483219997,37.4880695220981
개포주공7단지,53.46,2,1983,개포로 516,7.023166130493465,31,강남구,2014-09-15,201409,0.0,127.070871480537,37.4891406792843
롯데캐슬,105.18,8,2002,삼성로85길 11,6.784681603974195,12,강남구,2014-09-15,201409,0.6,127.056186481052,37.5045993053356
청담동삼성1차(101동),84.57,8,1997,삼성로133길 20,6.68230328306649,17,강남구,2014-09-15,201409,0.43333333333333335,127.047832809734,37.5194542356183
역삼동월드메르디앙,81.76,3,2005,도곡로21길 15,6.564410163073162,9,강남구,2014-09-15,201409,0.7,127.038718694165,37.4927234910716
도곡렉슬,120.8233,1,2006,선릉로 221,6.925610486658247,8,강남구,2014-09-15,201409,1.0,127.049734781209,37.4942068396456
개포6차우성아파트1동~8동,67.28,2,1987,언주로 3,6.8577753466771165,27,강남구,2014-09-15,201409,0.09999999999999998,127.055925867398,37.4767921771121
"현대2차(10,11,20,23,24,25동)",160.28,7,1976,압구정로29길 71,7.051188818292518,38,강남구,2014-09-15,201409,0.0,127.028325815765,37.5336032834133
타워팰리스3,163.567,31,2004,언주로30길 26,7.07839074571476,10,강남구,2014-09-15,201409,0.6666666666666667,127.052530150983,37.4877632466167
개포주공4단지,35.87,2,1982,삼성로 14,7.388296997984365,32,강남구,2014-09-15,201409,0.0,127.068451024326,37.4861548149371
한양1차(영동한양),79.04,11,1977,압구정로 321,7.282733353905774,37,강남구,2014-09-15,201409,0.0,127.038376464689,37.5295119716843
풍림아이원1차101동(910-3),84.69,2,2003,역삼로 434,6.534359841405076,11,강남구,2014-09-15,201409,0.6333333333333333,127.054554877864,37.50154656232
대치현대,59.82,2,1999,삼성로64길 5,6.814615927449533,15,강남구,2014-09-15,201409,1.0,127.060513822972,37.5004474963781
샘터마을,101.97,7,1994,일원로 120,6.865489825471478,20,강남구,2014-09-15,201409,0.8616541669070521,127.082672775781,37.4852019134102
"현대1차(12,13,21,22,31,32,33동)",161.19,8,1976,압구정로29길 71,7.148181464711706,38,강남구,2014-09-15,201409,0.0,127.028325815765,37.5336032834133
도곡렉슬,114.9931,12,2006,선릉로 221,7.292781867342033,8,강남구,2014-09-15,201409,1.0,127.049734781209,37.4942068396456
LG선릉에클라트(A),36.16,5,2003,선릉로100길 42,6.455295959387311,11,강남구,2014-09-15,201409,0.6333333333333333,127.050848399493,37.5065447414109
한양4,208.65,4,1978,압구정로 313,6.983197474148995,36,강남구,2014-09-15,201409,0.0,127.03599584345,37.5298739327833
래미안그레이튼,142.06,20,2009,도곡로43길 20,7.063493563769017,5,강남구,2014-09-16,201409,0.8333333333333334,127.048587369117,37.4968552857788
신동아(22),84.52,2,1997,강남대로146길 28,6.613901812625814,17,강남구,2014-09-16,201409,0.43333333333333335,127.023030453954,37.5150254952533
삼성동힐스테이트 1단지,26.5,22,2008,학동로68길 29,7.470062858583272,6,강남구,2014-09-16,201409,0.8,127.04718779295,37.5165602922999
까치마을,49.5,5,1993,광평로19길 10,6.876983620315383,21,강남구,2014-09-16,201409,0.4754887502163469,127.086601738647,37.485485349127
푸른솔아파트1동,84.9,9,1996,학동로 420,6.664985763211179,18,강남구,2014-09-16,201409,0.4,127.046054815285,37.517813134256
로얄빌리지,41.6,4,2002,테헤란로21길 18,6.315149327644069,12,강남구,2014-09-16,201409,0.6,127.034532736226,37.5015369028773
동현아파트1~6,119.67,7,1985,언주로146길 18,6.728187510384804,29,강남구,2014-09-16,201409,0.052832083357371856,127.037495479745,37.5202259846506
현대13차(208~211동),108.47,10,1983,압구정로29길 23,7.2647067588492575,31,강남구,2014-09-16,201409,0.0,127.027364437492,37.5298193048425
한솔마을,63.76,1,1994,광평로10길 6,6.863503108673489,20,강남구,2014-09-16,201409,0.6666666666666667,127.076520309277,37.4826291743574
신현대11차,170.81,13,1983,압구정로 151,7.1608309976845295,31,강남구,2014-09-16,201409,0.0,127.024454982256,37.5267858196588
리츠빌아파트,82.49,5,2003,논현로64길 28,6.208650271813805,11,강남구,2014-09-16,201409,0.6333333333333333,127.042671984331,37.4936254790245
현대아인빌,138.7,1,2004,압구정로22길 29,6.441350070315935,10,강남구,2014-09-16,201409,0.6666666666666667,127.02629657432,37.5237373334025
개나리래미안,144.98,8,2006,역삼로 306,6.8620298027367985,8,강남구,2014-09-16,201409,0.7333333333333334,127.046959597261,37.4989772734253
한양1차(영동한양),63.87,8,1977,압구정로 321,7.380768309987102,37,강남구,2014-09-16,201409,0.0,127.038376464689,37.5295119716843
롯데캐슬리베,121.0894,17,2008,도곡로 404,6.902875916151002,6,강남구,2014-09-16,201409,1.0,127.053553804427,37.4961855830196
한양5,102.35,10,1979,압구정로 401,7.083378011608095,35,강남구,2014-09-16,201409,0.0,127.04210755937,37.529387893826
강남데시앙파크,114.69,1,2011,헌릉로590길 63,6.385030147781813,3,강남구,2014-09-16,201409,1.0,127.101540870536,37.4610465369667
e-편한세상,59.606,19,2005,선릉로69길 20,7.0896964885368545,9,강남구,2014-09-16,201409,1.0,127.050923517096,37.498747226144
타워팰리스2,115.63,14,2003,언주로30길 57,7.134093583261841,11,강남구,2014-09-16,201409,0.6333333333333333,127.053964659634,37.4894573055974
동부센트레빌,145.83,13,2005,선릉로 206,7.172337791417149,9,강남구,2014-09-16,201409,0.7,127.055641674701,37.4914644228405
신현대12차,155.52,10,1982,압구정로 151,7.203315190234819,32,강남구,2014-09-16,201409,0.0,127.024454982256,37.5267858196588
삼익대청아파트,39.53,1,1992,개포로109길 21,6.849688728323313,22,강남구,2014-09-16,201409,0.6191808253032967,127.077191033018,37.4956264931259
현대아파트101동,59.83,8,1999,학동로64길 14,6.859299339414747,15,강남구,2014-09-16,201409,0.5,127.044423026678,37.5167185896008
포스코더샵,139.54,10,2004,삼성로 417,6.829216384832718,10,강남구,2014-09-16,201409,1.0,127.057495005511,37.5045959726835
대우디오빌,25.89,6,2004,강남대로 256,6.689812548405514,10,강남구,2014-09-17,201409,0.6666666666666667,127.033537582361,37.4864868587499
"현대6차(78~81,83,84,86,87동)",196.7,10,1978,압구정로 201,7.260865156756373,36,강남구,2014-09-17,201409,0.0,127.029273123095,37.5315341736395
경남1,96.98,8,1984,언주로 110,6.887127398905472,30,강남구,2014-09-17,201409,0.0,127.054710026842,37.4854059409863
삼성동라테라스,200.56,12,2013,봉은사로 645,7.453525587873319,1,강남구,2014-09-17,201409,0.9666666666666667,127.065797536254,37.515549475602
래미안강남힐즈,91.96,1,2014,자곡로 101,6.627728331657903,0,강남구,2014-09-17,201409,1.0,127.09580546288,37.4726550843713
현대아파트,84.92,7,1988,선릉로 748,6.742711761163137,26,강남구,2014-09-17,201409,0.1333333333333333,127.041357725173,37.5218378508926
래미안삼성1차(103-22),113.52,3,2006,영동대로114길 56,6.903164064842691,8,강남구,2014-09-17,201409,0.7333333333333334,127.064134113929,37.5166283511236
현대아파트(75-1),159.08,3,1983,학동로87길 7,6.736187858593558,31,강남구,2014-09-17,201409,0.0,127.052002765471,37.5195282476159
삼성청담공원아파트,107.22,8,1999,도산대로96길 39,6.7304574558909,15,강남구,2014-09-17,201409,1.0,127.050463180352,37.5230042633715
하이캐슬,84.27,3,2008,삼성로64길 40,6.648116619093512,6,강남구,2014-09-17,201409,0.8,127.063854832319,37.5005606159376
도곡우성아파트,84.83,10,1986,남부순환로363길 49,6.715601267211853,28,강남구,2014-09-17,201409,0.10566416671474371,127.037169086447,37.4879756789698
