"□ 본 서비스에서 제공하는 정보는 법적인 효력이 없으므로 참고용으로만 활용하시기 바랍니다."
"□ 신고정보가 실시간 변경, 해제되어 제공시점에 따라 공개건수 및 내용이 상이할 수 있는 점 참고하시기 바랍니다."
"□ 본 자료는 계약일 기준입니다. (※ 7월 계약, 8월 신고건 → 7월 거래건으로  제공)"
"□ 통계자료 활용시에는 수치가 왜곡될 수 있으니 참고자료로만 활용하시기  바라며,  외부 공개시에는 반드시 신고일 기준으로 집계되는 공식통계를 이용하여 주시기 바랍니다."
""
"* 국토교통부 실거래가 공개시스템의 궁금하신 점이나 문의사항은 콜센터 1533-2949로 연락 주시기 바랍니다."
"□ 검색조건"
"계약일자 : 2022-06-02 ~ 2023-06-02"
"실거래구분 : 아파트(매매)"
"주소구분 : 지번주소"
"시도 : 서울특별시"
"시군구 : 전체"
"읍면동 : 전체"
"면적 : 전체"
"금액선택 : 전체"
"NO","시군구","번지","본번","부번","단지명","전용면적(㎡)","계약년월","계약일","거래금액(만원)","동","층","매수자","매도자","건축년도","도로명","해제사유발생일","거래유형","중개사소재지","등기일자"
"11","서울특별시 광진구 구의동","611","0611","0000","구의현대2단지","84.8800","202306","02","125,000","204","15","-","-","1996","광나루로56길 32","-","중개거래","서울 광진구","23.09.13"
"12","서울특별시 노원구 중계동","360-15","0360","0015","건영3","84.9000","202306","02","106,000","309","10","-","-","1995","노원로22길 71","-","중개거래","서울 노원구 서울 도봉구","23.08.17"
"13","서울특별시 동대문구 휘경동","366","0366","0000","동일스위트리버","120.4560","202306","02","95,000","108","14","-","-","2007","한천로 300","-","중개거래","서울 동대문구","23.06.27"
"14","서울특별시 도봉구 창동","27","0027","0000","주공19단지(창동리버타운)","68.8600","202306","02","56,000","1902","4","-","-","1988","노해로70길 19","-","중개거래","서울 마포구","23.06.29"
"15","서울특별시 도봉구 창동","45","0045","0000","삼성래미안","84.8700","202306","02","78,000","109","6","-","-","1992","노해로66길 21","-","중개거래","서울 도봉구","23.08.17"
"16","서울특별시 마포구 염리동","515-1","0515","0001","상록","58.7100","202306","02","79,500","103","8","-","-","1997","숭문길 106","-","중개거래","서울 마포구","23.09.05"
"17","서울특별시 동대문구 장안동","342-11","0342","0011","르메이에르장안타운II(342-11)","105.5100","202306","02","60,000","르.메이에르 장안타운Ⅱ","14","-","-","2005","장한로26다길 24","-","중개거래","서울 동대문구","23.08.28"
"18","서울특별시 성북구 정릉동","1014","1014","0000","정릉스카이쌍용아파트","109.2700","202306","02","71,500","제101동","8","-","-","1999","북악산로 828","-","중개거래","서울 성북구","23.08.04"
"19","서울특별시 용산구 이촌동","412","0412","0000","이촌코오롱(A)","84.7800","202306","02","183,000","102","9","-","-","1999","이촌로87길 21","-","중개거래","서울 용산구","23.10.23"
"20","서울특별시 양천구 신정동","325","0325","0000","목동신시가지11","51.4800","202306","02","100,700","1119","12","-","-","1988","목동동로 10","-","중개거래","서울 양천구","23.07.17"
"21","서울특별시 성동구 하왕십리동","1070","1070","0000","센트라스","59.9900","202306","02","114,700","128","19","-","-","2016","왕십리로 410","-","중개거래","서울 성동구","23.08.03"
"22","서울특별시 강서구 등촌동","695","0695","0000","주공5","58.1400","202306","02","70,500","502","4","-","-","1995","공항대로39길 74","-","중개거래","서울 강서구","23.09.08"
"23","서울특별시 강서구 등촌동","628-15","0628","0015","등촌라인(조합)","59.9100","202306","02","65,000","101","7","-","-","1997","화곡로68길 33","-","중개거래","서울 강서구","23.07.14"
"24","서울특별시 서대문구 남가좌동","390","0390","0000","래미안루센티아","84.8300","202306","02","114,000","110","17","-","-","2020","거북골로 100","-","중개거래","서울 서대문구","23.08.31"
"25","서울특별시 중구 중림동","200","0200","0000","삼성사이버빌리지","114.5400","202306","02","141,700","108","3","-","-","2001","중림로 10","-","중개거래","서울 중구","23.12.15"
"26","서울특별시 성동구 하왕십리동","258","0258","0000","벽산","84.9400","202306","02","92,000","106","4","-","-","1996","무학로 50","-","중개거래","서울 성동구","23.10.04"
"27","서울특별시 강서구 화곡동","1173","1173","0000","우장산숲아이파크","59.9983","202306","02","89,950","102","6","-","-","2022","화곡로31다길 20","-","중개거래","서울 강서구","24.01.31"
"28","서울특별시 동대문구 답십리동","1003","1003","0000","래미안위브","84.9800","202306","02","106,000","204동","2","-","-","2014","답십리로 130","-","중개거래","서울 동대문구","23.07.28"
"29","서울특별시 도봉구 창동","373","0373","0000","창동주공4단지","49.9400","202306","02","46,000","402동","8","-","-","1991","덕릉로 350","-","중개거래","서울 도봉구","23.08.17"
"30","서울특별시 중구 신당동","844","0844","0000","남산타운","59.9400","202306","02","94,500","20","10","-","-","2002","다산로 32","-","중개거래","서울 송파구 서울 중구","23.08.30"
"31","서울특별시 광진구 군자동","360-20","0360","0020","광진동양파라곤1단지","84.9400","202306","02","95,000","광진동양파라곤1단지102동","5","-","-","2008","광나루로 361","-","직거래","-","23.06.05"
"32","서울특별시 마포구 중동","393","0393","0000","건영월드컵","79.5800","202306","02","77,800","건영 월드컵 아파트 101 ","13","-","-","2002","성암로 41","-","중개거래","서울 마포구","23.08.09"
"33","서울특별시 성북구 하월곡동","224","0224","0000","샹그레빌아파트","79.9840","202306","02","65,000","101","9","-","-","2004","회기로5길 100","-","중개거래","서울 성북구","23.08.30"
"34","서울특별시 서대문구 북아현동","1017","1017","0000","힐스테이트신촌","84.6043","202306","02","138,000","102","15","-","-","2020","이화여대8길 123","-","중개거래","서울 서대문구","23.07.10"
"35","서울특별시 양천구 목동","908-34","0908","0034","부영3","168.0800","202306","02","210,000","-","24","-","-","2000","목동동로 411","-","중개거래","서울 양천구","23.08.30"
"36","서울특별시 도봉구 창동","819","0819","0000","태영데시앙","84.9950","202306","02","81,000","107","15","-","-","2003","도봉로110다길 51","-","중개거래","서울 도봉구","23.08.24"
"37","서울특별시 노원구 공릉동","670-7","0670","0007","67디벨리움","17.2700","202306","02","16,300","6.7디벨리움","11","-","-","2016","화랑로 443","-","직거래","-","23.07.10"
"38","서울특별시 노원구 공릉동","106","0106","0000","공릉해링턴플레이스","134.9140","202306","02","102,500","308","3","-","-","2000","노원로 62","-","중개거래","서울 노원구","23.10.31"
"39","서울특별시 은평구 녹번동","282","0282","0000","힐스테이트녹번","59.9380","202306","02","87,900","101동","10","-","-","2019","통일로 610","-","중개거래","서울 은평구","23.08.02"
"40","서울특별시 노원구 중계동","512","0512","0000","중계무지개","49.5400","202306","02","49,300","212","12","-","-","1991","동일로208길 20","-","중개거래","서울 노원구","23.08.30"
"41","서울특별시 마포구 용강동","502","0502","0000","래미안마포리버웰","84.9800","202306","02","178,000","108","10","-","-","2015","토정로31길 23","-","중개거래","서울 마포구","23.06.15"
"42","서울특별시 은평구 대조동","26-14","0026","0014","대경아르체아파트","25.2800","202306","02","30,000","-","9","-","-","2021","진흥로 153","-","직거래","-","23.06.07"
"43","서울특별시 마포구 아현동","777","0777","0000","마포래미안푸르지오3단지","59.9236","202306","02","133,000","308","17","-","-","2014","마포대로 195","-","중개거래","서울 마포구","23.12.29"
"44","서울특별시 용산구 도원동","23","0023","0000","삼성래미안","59.9400","202306","02","105,500","113","7","-","-","2001","새창로 70","-","중개거래","서울 용산구","23.09.08"
"45","서울특별시 서대문구 홍제동","465","0465","0000","인왕산벽산","59.8200","202306","02","34,300","102","10","-","-","2003","세무서길 106-12","-","직거래","-","23.06.12"
"46","서울특별시 노원구 중계동","363-1","0363","0001","주공7","44.1000","202306","02","40,000","703","2","-","-","1993","한글비석로8길 42","-","직거래","-","23.06.09"
"47","서울특별시 용산구 이촌동","422","0422","0000","북한강(성원)","59.5500","202306","02","147,000","101","17","-","-","2001","이촌로2가길 66","-","중개거래","서울 용산구","23.07.31"
"48","서울특별시 노원구 중계동","505","0505","0000","경남","84.9700","202306","02","84,500","2","6","-","-","1989","섬밭로 265","-","중개거래","서울 노원구","23.08.25"
"49","서울특별시 노원구 중계동","359-1","0359","0001","주공5","58.4600","202306","02","69,300","508","8","-","-","1992","중계로 230","-","중개거래","서울 노원구","23.07.28"
"50","서울특별시 용산구 이촌동","411","0411","0000","동아그린","48.7600","202306","02","98,000","104","4","-","-","1999","이촌로 100-8","-","중개거래","서울 용산구","23.07.28"
"51","서울특별시 서대문구 홍제동","82","0082","0000","홍제한양","84.7700","202306","02","76,000","102","14","-","-","1993","통일로25길 30","-","중개거래","서울 종로구","23.06.13"
"52","서울특별시 동대문구 답십리동","1013","1013","0000","래미안미드카운티","59.9800","202306","02","95,000","107","13","-","-","2019","답십리로 141","-","중개거래","서울 동대문구","23.09.22"
"53","서울특별시 은평구 응암동","766","0766","0000","백련산파크자이","84.9010","202306","02","89,500","109","10","-","-","2021","백련산로 67","-","중개거래","서울 은평구","23.06.09"
"54","서울특별시 양천구 목동","404-13","0404","0013","목동센트럴푸르지오","84.9808","202306","02","172,000","101","30","-","-","2015","오목로 354","-","중개거래","서울 마포구","23.08.11"
"55","서울특별시 동대문구 용두동","779","0779","0000","신동아","58.5900","202306","02","63,700","4","7","-","-","1994","무학로26길 30","-","중개거래","서울 동대문구","23.07.03"
"56","서울특별시 성동구 금호동2가","1215","1215","0000","금호자이1차","59.9800","202306","02","110,300","101","11","-","-","2012","금호로 117","-","중개거래","서울 성동구","23.08.31"
"57","서울특별시 노원구 상계동","1110","1110","0000","두산","51.6600","202306","02","39,500","101","4","-","-","1994","동일로241길 53","-","중개거래","서울 노원구","23.07.28"
"58","서울특별시 중구 황학동","2545","2545","0000","롯데캐슬","84.9700","202306","02","94,000","105","8","-","-","2008","청계천로 400","-","중개거래","서울 중구","23.09.07"
"59","서울특별시 은평구 수색동","415-1","0415","0001","e편한세상 수색 에코포레","84.9510","202306","02","69,500","102","9","-","-","2003","은평터널로 65","-","중개거래","서울 은평구","23.06.23"
"60","서울특별시 서대문구 영천동","100","0100","0000","독립문삼호","108.6300","202306","02","115,000","105","12","-","-","1995","독립문로 10","-","중개거래","서울 서대문구","23.06.07"
"61","서울특별시 성북구 장위동","316-5","0316","0005","참누리아파트","84.9800","202306","02","49,000","206","7","-","-","2006","한천로101길 18","-","직거래","-","23.06.15"
"62","서울특별시 서대문구 북가좌동","459","0459","0000","DMC두산위브","84.9923","202306","02","75,900","101","9","-","-","2007","증가로 200-8","-","중개거래","서울 서대문구","23.08.25"
"63","서울특별시 성북구 돈암동","642","0642","0000","돈암동해피트리","84.9800","202306","02","76,000","102","2","-","-","2013","아리랑로5길 92","-","중개거래","서울 성북구","23.10.23"
"64","서울특별시 양천구 신월동","987-1","0987","0001","신월시영","43.2000","202306","02","48,400","4","12","-","-","1988","신월로 99","-","중개거래","서울 양천구","23.09.08"
"65","서울특별시 은평구 진관동","106","0106","0000","마고정3단지센트레빌(301~309동)BL2-11","84.9200","202306","02","81,000","309","2","-","-","2009","진관1로 55","-","중개거래","서울 은평구","23.09.12"
"66","서울특별시 은평구 진관동","102","0102","0000","박석고개1단지힐스테이트(116~131동)BL2-1","101.7600","202306","02","96,000","121","2","-","-","2009","진관1로 21-10","-","중개거래","서울 은평구","23.09.15"
"67","서울특별시 강남구 압구정동","513","0513","0000","한양5","102.3500","202306","02","298,000","52","13","-","-","1979","압구정로 401","-","중개거래","서울 강남구","23.07.31"
"68","서울특별시 송파구 잠실동","19","0019","0000","잠실엘스","59.9600","202306","02","188,000","125","7","-","-","2008","올림픽로 99","-","중개거래","서울 광진구 서울 송파구","23.09.15"
"69","서울특별시 서초구 서초동","1687","1687","0000","유원서초","84.8200","202306","02","174,000","102","6","-","-","1993","서초중앙로24길 43","-","중개거래","서울 서초구","23.09.11"
"70","서울특별시 강남구 대치동","1014-3","1014","0003","대치삼성","84.5800","202306","02","220,000","-","8","-","-","2000","도곡로78길 22","20230920","중개거래","서울 강남구","-"
"71","서울특별시 강남구 대치동","316","0316","0000","은마","76.7900","202306","02","219,000","18","7","-","-","1979","삼성로 212","-","중개거래","서울 강남구","23.08.22"
"72","서울특별시 영등포구 신길동","4969","4969","0000","힐스테이트클래시안","84.8600","202306","02","90,000","101","19","-","-","2020","신길로28길 9","-","직거래","-","23.06.29"
"73","서울특별시 강동구 천호동","44","0044","0000","금호아파트","27.6100","202306","02","36,000","-","14","-","-","1987","양재대로 1557","-","중개거래","서울 강동구 서울 광진구","23.06.28"
"74","서울특별시 영등포구 여의도동","43-4","0043","0004","롯데캐슬아이비","103.8600","202306","02","190,000","102","25","-","-","2005","국제금융로 86","-","중개거래","서울 영등포구","23.11.13"
"75","서울특별시 강남구 대치동","503","0503","0000","개포우성1","158.5400","202306","02","428,000","8","3","-","-","1983","선릉로 120","-","중개거래","서울 강남구","23.09.19"
"76","서울특별시 강남구 대치동","1027","1027","0000","래미안대치팰리스","91.9100","202306","02","325,000","202","26","-","-","2015","삼성로51길 35","-","중개거래","서울 강남구 서울 송파구","23.09.19"
"77","서울특별시 관악구 봉천동","1706","1706","0000","봉천우성","84.9600","202306","02","76,000","102","29","-","-","2000","관악로30길 12","-","중개거래","서울 관악구","23.09.08"
"78","서울특별시 송파구 잠실동","19","0019","0000","잠실엘스","84.8000","202306","02","223,000","113","6","-","-","2008","올림픽로 99","-","중개거래","서울 송파구","23.08.31"
"79","서울특별시 영등포구 신길동","4969","4969","0000","힐스테이트클래시안","84.8600","202306","02","90,000","-","19","-","-","2020","신길로28길 9","20230613","직거래","-","-"
"80","서울특별시 서초구 우면동","773","0773","0000","서초힐스","74.9700","202306","02","125,800","202","3","-","-","2012","양재대로2길 90","-","중개거래","서울 서초구","23.09.14"
"81","서울특별시 강남구 개포동","12","0012","0000","성원대치2단지아파트","39.5300","202306","02","106,000","212","2","-","-","1992","개포로109길 9","-","중개거래","서울 강남구","23.06.21"
"82","서울특별시 동작구 상도동","535","0535","0000","두산위브트레지움2차","84.8640","202306","02","128,000","203","23","-","-","2016","상도로30길 40","-","중개거래","서울 동작구","23.06.16"
"83","서울특별시 강동구 고덕동","693","0693","0000","고덕그라시움","59.7850","202306","02","118,000","127","14","-","-","2019","고덕로 333","-","중개거래","서울 강동구","23.10.11"
"84","서울특별시 영등포구 신길동","897-1","0897","0001","삼환","59.5300","202306","02","80,000","102","18","-","-","1997","여의대방로43나길 25","-","중개거래","서울 영등포구","23.06.19"
"85","서울특별시 영등포구 신길동","4945","4945","0000","래미안영등포프레비뉴","84.9800","202306","02","113,000","102","2","-","-","2015","가마산로 442","-","중개거래","서울 영등포구","24.01.15"
"86","서울특별시 강동구 고덕동","499","0499","0000","고덕 아이파크","59.9900","202306","02","112,000","111","8","-","-","2011","동남로79길 26","-","중개거래","서울 강동구","23.08.29"
"87","서울특별시 영등포구 신길동","4501","4501","0000","우창","66.8200","202306","02","85,000","1","3","-","-","1983","여의대방로5길 6","-","중개거래","경기 광명시 서울 동작구","23.09.15"
"88","서울특별시 강동구 상일동","515","0515","0000","고덕숲아이파크","59.9700","202306","02","99,300","112","3","-","-","2018","고덕로80길 134","-","중개거래","서울 강동구","23.08.21"
"89","서울특별시 송파구 신천동","17","0017","0000","파크리오","84.9000","202306","02","205,000","215","11","-","-","2008","올림픽로 435","-","중개거래","서울 송파구","23.08.30"
"90","서울특별시 강동구 상일동","514","0514","0000","고덕롯데캐슬베네루체","59.9810","202306","02","102,499","717","4","-","-","2019","상암로79길 88","-","중개거래","서울 강동구","23.10.05"
"91","서울특별시 영등포구 양평동2가","38-1","0038","0001","삼성래미안","59.4000","202306","02","74,900","102","21","-","-","1998","영등포로3길 9","-","중개거래","서울 영등포구","23.08.30"
"92","서울특별시 서초구 서초동","1685","1685","0000","삼풍아파트","130.7300","202306","02","305,000","10","14","-","-","1988","서초중앙로 200","-","중개거래","서울 서초구","23.09.04"
"93","서울특별시 서초구 서초동","1326-17","1326","0017","우성아파트","59.9300","202306","02","131,000","501","4","-","-","1998","서초대로74길 30","-","중개거래","서울 서초구","23.08.18"
"94","서울특별시 서초구 서초동","1333","1333","0000","신동아아파트(1차)","86.6100","202306","02","195,000","7","10","-","-","1978","사임당로 130","-","중개거래","서울 서초구","23.09.18"
"95","서울특별시 영등포구 영등포동8가","91","0091","0000","당산푸르지오","59.7000","202306","02","97,500","105","7","-","-","2004","영중로 154","-","중개거래","서울 영등포구","23.09.13"
"96","서울특별시 서초구 방배동","866-20","0866","0020","방배대우디오빌","29.6000","202306","02","30,000","-","19","-","-","2005","서초대로 17","-","중개거래","서울 서초구","23.07.05"
"97","서울특별시 송파구 거여동","290","0290","0000","거여1단지","39.6000","202306","02","55,000","104","12","-","-","1997","양산로8길 8","-","중개거래","서울 송파구","23.08.18"
"98","서울특별시 강동구 명일동","359","0359","0000","래미안솔베뉴","59.3200","202306","02","113,000","106","24","-","-","2019","양재대로 1650","-","중개거래","서울 강동구","23.07.26"
"99","서울특별시 강동구 명일동","42","0042","0000","명일우성","84.9300","202306","02","121,000","3","13","-","-","1986","고덕로62길 76","-","중개거래","서울 강동구","23.08.02"
"100","서울특별시 영등포구 여의도동","28","0028","0000","광장","184.1000","202306","02","285,000","7","4","-","-","1978","여의나루로 7","-","중개거래","서울 영등포구","23.07.21"
"101","서울특별시 관악구 봉천동","1708","1708","0000","두산","59.9200","202306","02","73,500","107","2","-","-","2000","봉천로 387","-","중개거래","서울 관악구","23.10.04"
"102","서울특별시 강동구 명일동","56","0056","0000","현대(고덕)","84.9100","202306","02","110,000","16","1","-","-","1986","동남로71길 41","-","중개거래","서울 강동구","23.08.18"
"103","서울특별시 강동구 명일동","359","0359","0000","래미안솔베뉴","59.1100","202306","02","110,000","102","17","-","-","2019","양재대로 1650","-","중개거래","서울 강동구","23.08.31"
"104","서울특별시 영등포구 양평동3가","101","0101","0000","양평현대6차","59.9800","202306","02","84,000","609","20","-","-","2000","선유로 207","-","중개거래","서울 영등포구","23.09.15"
"105","서울특별시 관악구 신림동","1730","1730","0000","신림푸르지오","114.8400","202306","02","110,000","101","18","-","-","2005","남부순환로 1430","-","중개거래","서울 관악구","23.08.31"
"106","서울특별시 강동구 성내동","590","0590","0000","성내동삼성아파트","59.8800","202306","02","79,500","102","8","-","-","1999","풍성로 127","-","중개거래","서울 강동구","23.09.07"
"107","서울특별시 영등포구 여의도동","30-2","0030","0002","삼부","92.1300","202306","02","195,000","5","7","-","-","1975","국제금융로7길 27","-","중개거래","서울 영등포구","23.09.25"
"108","서울특별시 관악구 봉천동","1717","1717","0000","관악푸르지오","59.5800","202306","02","72,000","116","4","-","-","2004","관악로30길 27","-","중개거래","서울 관악구 서울 서초구","23.09.11"
"109","서울특별시 강동구 상일동","514","0514","0000","고덕롯데캐슬베네루체","84.9230","202306","02","121,000","714","6","-","-","2019","상암로79길 88","-","중개거래","서울 강동구","23.08.02"
"110","서울특별시 강남구 압구정동","433","0433","0000","신현대11차","108.3600","202306","02","370,000","110","6","-","-","1983","압구정로 151","-","중개거래","서울 강남구","23.08.30"
"111","서울특별시 강남구 도곡동","538-3","0538","0003","래미안도곡카운티","106.3900","202306","02","343,500","105","13","-","-","2016","도곡로 320","-","중개거래","서울 강남구","23.08.30"
"112","서울특별시 금천구 시흥동","1010","1010","0000","벽산","59.9400","202306","02","39,200","116","5","-","-","2000","금하로 793","-","중개거래","서울 금천구","23.06.16"
"113","서울특별시 영등포구 영등포동","647","0647","0000","영등포푸르지오","79.7770","202306","02","99,500","201","12","-","-","2002","도신로29길 28","-","중개거래","서울 영등포구","23.08.17"
"114","서울특별시 구로구 구로동","103-6","0103","0006","구로오네뜨시티","25.0700","202306","02","23,400","-","14","-","-","2022","가마산로 271","-","중개거래","서울 구로구","23.09.27"
"115","서울특별시 강동구 상일동","513","0513","0000","고덕센트럴IPARK","84.9100","202306","02","133,500","512","9","-","-","2019","고덕로80길 99","-","중개거래","서울 강동구","23.08.23"
"116","서울특별시 강동구 암사동","461","0461","0000","대원","59.9000","202306","02","55,300","-","9","-","-","1998","고덕로 52","-","중개거래","서울 강동구","23.09.25"
"117","서울특별시 동작구 신대방동","565","0565","0000","우성1차","66.6900","202306","02","87,000","12동","10","-","-","1988","여의대방로 22","-","중개거래","서울 동작구","23.09.15"
"118","서울특별시 송파구 잠실동","35","0035","0000","트리지움","84.8300","202306","02","220,000","345","24","-","-","2007","잠실로 62","-","중개거래","서울 송파구","23.10.16"
"119","서울특별시 강동구 암사동","414-2","0414","0002","롯데캐슬퍼스트","59.9900","202306","02","100,800","120","6","-","-","2008","고덕로 131","-","중개거래","서울 강동구","23.09.04"
"120","서울특별시 강남구 대치동","1014-3","1014","0003","대치삼성","84.5800","202306","02","220,000","110","8","-","-","2000","도곡로78길 22","-","중개거래","서울 강남구","23.09.22"
"121","서울특별시 강남구 대치동","1014-3","1014","0003","대치삼성","59.8800","202306","02","155,000","112","16","-","-","2000","도곡로78길 22","-","중개거래","서울 강남구","23.08.10"
"122","서울특별시 강남구 대치동","1014-3","1014","0003","대치삼성","97.3500","202306","02","240,000","103","8","-","-","2000","도곡로78길 22","-","중개거래","서울 강남구","23.08.16"
"123","서울특별시 송파구 가락동","913","0913","0000","헬리오시티","84.9500","202306","02","189,000","213","16","-","-","2018","송파대로 345","-","중개거래","경기 화성시 서울 송파구","23.09.15"
"124","서울특별시 강남구 도곡동","869","0869","0000","삼익","104.0100","202306","02","178,000","2","7","-","-","1983","논현로 218","-","중개거래","서울 강남구","23.07.05"
"125","서울특별시 서초구 반포동","30-26","0030","0026","반포리체","59.9940","202306","01","215,000","109","16","-","-","2010","고무래로 35","-","중개거래","서울 서초구","24.01.22"
"126","서울특별시 강남구 도곡동","465","0465","0000","우성4","152.7400","202306","01","358,000","3","6","-","-","1985","언주로 117","-","중개거래","서울 강남구 서울 종로구","23.08.30"
"127","서울특별시 구로구 구로동","43-1","0043","0001","신도림로제리움","16.9200","202306","01","10,000","신도림 로제리움","20","-","-","2012","공원로8길 36","-","직거래","-","23.06.22"
"128","서울특별시 영등포구 문래동5가","21","0021","0000","현대3차","84.5500","202306","01","71,000","101","8","-","-","1991","선유서로 6","-","중개거래","경기 고양덕양구 서울 영등포구","23.06.16"
"129","서울특별시 영등포구 당산동2가","164","0164","0000","당산2가현대홈타운","82.7700","202306","01","96,000","103","2","-","-","1994","당산로 95","-","중개거래","서울 영등포구","23.09.22"
"130","서울특별시 강남구 압구정동","486","0486","0000","한양4","101.0900","202306","01","325,000","41","11","-","-","1978","압구정로 313","-","중개거래","서울 강남구","23.08.31"
"131","서울특별시 강동구 암사동","509","0509","0000","선사현대아파트","59.6400","202306","01","80,800","107","15","-","-","2000","상암로 11","-","중개거래","서울 강동구","23.09.15"
"132","서울특별시 관악구 봉천동","1712","1712","0000","관악드림(동아)","84.9600","202306","01","84,800","104","21","-","-","2003","성현로 80","-","중개거래","서울 관악구","23.08.25"
"133","서울특별시 구로구 구로동","1278","1278","0000","구로두산위브","36.8800","202306","01","44,700","106","5","-","-","2006","디지털로31길 85","-","중개거래","서울 구로구","23.09.26"
"134","서울특별시 구로구 오류동","344","0344","0000","경남아너스빌","84.9800","202306","01","72,000","102","16","-","-","2003","오류로 65","-","중개거래","서울 구로구","23.07.14"
"135","서울특별시 송파구 신천동","17","0017","0000","파크리오","84.9000","202306","01","197,000","214","27","-","-","2008","올림픽로 435","-","중개거래","서울 송파구","23.10.06"
"136","서울특별시 강동구 암사동","400","0400","0000","현대홈타운","59.9700","202306","01","90,500","101","15","-","-","2004","고덕로27길 36","-","중개거래","서울 강동구","23.07.27"
"137","서울특별시 강남구 자곡동","619","0619","0000","강남자곡 힐스테이트","74.8000","202306","01","116,000","502","7","-","-","2015","자곡로3길 21","-","중개거래","서울 강남구","23.08.18"
"138","서울특별시 동작구 상도1동","441-5","0441","0005","노블리움","84.7700","202306","01","63,000","-","3","-","-","2003","상도로41길 43","-","중개거래","서울 동작구, 인천 강화군","23.08.01"
"139","서울특별시 강남구 일원동","741","0741","0000","래미안 개포 루체하임","84.9700","202306","01","245,000","109","19","-","-","2018","개포로110길 50","-","중개거래","서울 강남구","23.08.30"
"140","서울특별시 영등포구 양평동1가","271","0271","0000","영등포중흥에스클래스","59.9700","202306","01","95,000","101","5","-","-","2021","선유서로24길 6","-","중개거래","서울 영등포구","23.07.18"
"141","서울특별시 동작구 본동","482","0482","0000","유원강변","114.5800","202306","01","147,500","104","13","-","-","2000","노량진로23가길 20","-","중개거래","서울 서초구","23.09.01"
"142","서울특별시 영등포구 문래동6가","54","0054","0000","문래미원","59.4000","202306","01","68,000","101","11","-","-","1996","문래로8길 5","-","중개거래","서울 영등포구","23.07.14"
"143","서울특별시 송파구 가락동","913","0913","0000","헬리오시티","59.9600","202306","01","157,300","307","2","-","-","2018","송파대로 345","-","중개거래","서울 송파구","23.10.06"
"144","서울특별시 강동구 암사동","413","0413","0000","프라이어팰리스","84.9880","202306","01","104,700","112","1","-","-","2007","고덕로 130","-","중개거래","서울 강동구","23.08.25"
